Time,Pressure,PPGSignal,rawPPGSignal,BaselineBeat,Osc_Amp,Osc_SBP,MAP,Osc_DBP,Est_DBP,EnsembleSystolic,BL_W25_T2.0_D10,BL_W25_T2.2_D10,BL_W25_T2.4_D10,BL_W25_T2.6_D10,BL_W25_T3.0_D10,BL_W30_T2.0_D10,BL_W30_T2.2_D10,BL_W30_T2.4_D10,BL_W30_T2.6_D10,BL_W30_T3.0_D10,BL_W35_T2.0_D10,BL_W35_T2.2_D10,BL_W35_T2.4_D10,BL_W35_T2.6_D10,BL_W35_T3.0_D10,BL_W40_T2.0_D10,BL_W40_T2.2_D10,BL_W40_T2.4_D10,BL_W40_T2.6_D10,BL_W40_T3.0_D10
14828,-0.25,181,2807,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14863,-0.28,735,2825,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14899,-0.14,1432,2868,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14935,-0.21,1946,2879,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14971,-0.23,2166,2506,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15007,-0.18,2091,2321,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15043,-0.11,1833,2523,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15079,-0.21,1562,2829,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15115,-0.19,1385,3071,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15151,-0.21,1304,3130,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15187,-0.25,1255,3046,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15223,-0.22,1169,2894,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15259,-0.24,1017,2786,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15295,-0.24,820,2797,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15331,-0.14,624,2860,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15367,-0.18,467,2965,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15403,-0.24,363,3044,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15439,-0.19,297,3039,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15475,-0.25,232,2895,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15511,-0.27,133,2768,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15547,-0.22,-4,2690,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15583,-0.15,-153,2712,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15619,-0.12,-273,2864,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15655,-0.20,-327,3044,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15691,-0.14,-336,2798,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15727,-0.20,-382,2416,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15763,-0.19,-507,2362,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15799,-0.21,-650,2587,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15835,-0.18,-716,2866,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15871,-0.22,-668,3107,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15907,-0.19,-538,3184,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15943,-0.21,-399,3111,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15979,-0.19,-320,2951,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16015,-0.27,-331,2787,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16051,-0.14,-418,2691,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16087,-0.16,-532,2765,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16123,-0.12,-611,2903,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16159,-0.08,-624,3001,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16195,-0.18,-583,3024,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16231,-0.17,-530,2942,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16267,-0.17,-503,2819,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16303,-0.11,-519,2777,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16339,-0.12,-554,2839,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16375,-0.17,-586,2707,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16411,-0.15,-632,2468,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16447,-0.23,-700,2514,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16483,-0.12,-747,2683,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16519,-0.23,-729,2800,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16555,-0.18,-652,2864,0,0.00,98,78,74,58.99,116.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
