Time,Pressure,PPGSignal,BaselineBeat,Osc_Amp,Osc_SBP,MAP,Osc_DBP,Est_DBP,EnsembleSystolic,BL_W25_T2.0_D10,BL_W25_T2.2_D10,BL_W25_T2.4_D10,BL_W25_T2.6_D10,BL_W25_T3.0_D10,BL_W30_T2.0_D10,BL_W30_T2.2_D10,BL_W30_T2.4_D10,BL_W30_T2.6_D10,BL_W30_T3.0_D10,BL_W35_T2.0_D10,BL_W35_T2.2_D10,BL_W35_T2.4_D10,BL_W35_T2.6_D10,BL_W35_T3.0_D10,BL_W40_T2.0_D10,BL_W40_T2.2_D10,BL_W40_T2.4_D10,BL_W40_T2.6_D10,BL_W40_T3.0_D10
62970,62.63,611,0,6.31,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
63019,62.24,96,0,6.31,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
63068,61.76,-327,0,6.31,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
63117,61.45,-411,0,6.31,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
63166,61.10,-272,0,6.31,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
63215,60.78,-140,0,6.31,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
63264,60.37,-119,0,6.31,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
63313,60.16,-180,0,6.31,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
63362,59.89,-251,0,6.31,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
63411,59.47,-284,0,6.31,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
63460,59.13,-267,0,6.31,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
63509,59.11,-200,0,6.31,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
63558,59.59,-103,0,6.31,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
63607,59.55,26,1,6.30,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
63656,59.43,243,0,6.30,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
63705,59.23,539,0,6.30,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
63754,58.75,809,0,6.30,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
63803,58.43,907,0,6.30,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
63852,58.29,662,0,6.30,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
63901,58.03,116,0,6.30,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
63950,57.63,-370,0,6.30,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
63999,57.27,-551,0,6.30,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
64048,57.03,-507,0,6.30,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
64097,56.78,-424,0,6.30,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
64146,56.42,-382,0,6.30,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
64195,55.99,-363,0,6.30,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
64244,55.70,-319,0,6.30,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
64293,55.17,-244,0,6.30,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
64342,54.80,-175,0,6.30,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
64391,54.42,-129,0,6.30,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
64440,54.55,-103,0,6.30,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
64489,54.81,-108,0,6.30,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
64538,54.60,-44,1,7.41,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
64587,54.15,222,0,7.41,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
64636,53.75,589,0,7.41,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
64685,53.37,879,0,7.41,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
64734,53.06,894,0,7.41,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
64783,52.70,461,0,7.41,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
64832,52.26,-175,0,7.41,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
64881,51.92,-584,0,7.41,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
64930,51.47,-637,0,7.41,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
64979,51.10,-506,0,7.41,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
65028,50.79,-380,0,7.41,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
65077,50.33,-321,0,7.41,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
65126,49.88,-298,0,7.41,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
65175,49.49,-273,0,7.41,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
65224,49.12,-241,0,7.41,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
65273,48.78,-219,0,7.41,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
65322,48.97,-206,0,7.41,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
65371,48.98,-178,0,7.41,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
65420,48.78,-37,1,2.47,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
65469,48.43,291,0,2.47,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
65518,47.92,677,0,2.47,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
65567,47.63,845,0,2.47,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
65616,47.41,562,0,2.47,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
65665,47.12,-25,0,2.47,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
65714,46.65,-478,0,2.47,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
65763,46.43,-573,0,2.47,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
65812,46.03,-440,0,2.47,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
65861,45.65,-294,0,2.47,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
65910,45.23,-236,0,2.47,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
65959,44.99,-243,0,2.47,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
66008,44.58,-257,0,2.47,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
66057,44.24,-249,0,2.47,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
66106,44.07,-223,0,2.47,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
66155,44.38,-198,0,2.47,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
66204,44.37,-135,1,2.91,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
66253,44.17,70,0,2.91,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
66302,43.83,433,0,2.91,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
66351,43.41,804,0,2.91,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
66400,43.10,913,0,2.91,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
66449,42.84,542,0,2.91,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
66498,42.54,-92,0,2.91,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
66547,42.30,-523,0,2.91,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
66596,41.93,-580,0,2.91,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
66645,41.58,-442,0,2.91,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
66694,41.21,-335,0,2.91,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
66743,40.92,-320,0,2.91,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
66792,40.59,-339,0,2.91,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
66841,40.24,-339,0,2.91,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
66890,39.92,-307,0,2.91,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
66939,39.54,-263,0,2.91,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
66988,39.64,-232,0,2.91,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
67037,39.66,-200,0,2.91,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
67086,39.52,-40,1,2.91,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
67135,39.27,327,0,4.47,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
67184,39.06,754,0,4.47,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
67233,38.82,1058,0,4.47,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
67282,38.67,1013,0,4.47,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
67331,38.48,498,0,4.47,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
67380,38.26,-111,0,4.47,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
67429,38.05,-393,0,4.47,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
67478,37.70,-353,0,4.47,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
67527,37.28,-234,0,4.47,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
67576,36.99,-214,0,4.47,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
67625,36.53,-289,0,4.47,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
67674,36.21,-356,0,4.47,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
67723,35.97,-343,0,4.47,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
67772,35.55,-256,0,4.47,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
67821,35.39,-143,0,4.47,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
67870,35.50,-40,0,4.47,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
67919,35.56,121,0,4.47,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
67968,35.40,431,1,3.75,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
68017,35.12,787,0,3.75,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
68066,34.73,1045,0,3.75,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
68115,34.47,1173,0,3.75,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
68164,34.25,1088,0,3.75,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
68213,33.91,667,0,3.75,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
68262,33.53,95,0,3.75,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
68311,33.18,-253,0,3.75,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
68360,32.75,-310,0,3.75,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
68409,32.57,-288,0,3.75,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
68458,32.07,-322,0,3.75,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
68507,31.80,-379,0,3.75,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
68556,31.51,-390,0,3.75,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
68605,31.25,-348,0,3.75,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
68654,30.96,-297,0,3.75,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
68703,31.08,-269,0,3.75,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
68752,30.97,-184,1,3.75,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
68801,30.82,80,0,3.75,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
68850,30.54,465,0,3.75,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
68899,30.20,802,0,3.75,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
68948,29.90,1009,0,3.75,99,83,78,78.79,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
68997,29.76,1086,0,3.75,99,86,78,83.29,91.42,158,98,98,86,86,71,98,98,98,86,71,101,98,98,86,101,98,98,98,98
