Time,Pressure,PPGSignal,rawPPGSignal,BaselineBeat,Osc_Amp,Osc_SBP,MAP,Osc_DBP,Est_DBP,EnsembleSystolic,BL_W25_T2.0_D10,BL_W25_T2.2_D10,BL_W25_T2.4_D10,BL_W25_T2.6_D10,BL_W25_T3.0_D10,BL_W30_T2.0_D10,BL_W30_T2.2_D10,BL_W30_T2.4_D10,BL_W30_T2.6_D10,BL_W30_T3.0_D10,BL_W35_T2.0_D10,BL_W35_T2.2_D10,BL_W35_T2.4_D10,BL_W35_T2.6_D10,BL_W35_T3.0_D10,BL_W40_T2.0_D10,BL_W40_T2.2_D10,BL_W40_T2.4_D10,BL_W40_T2.6_D10,BL_W40_T3.0_D10
14828,-0.28,191,2966,0,0.00,106,110,84,113.00,104.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14863,-0.21,780,3035,0,0.00,106,110,84,113.00,104.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14899,-0.19,1524,3047,0,0.00,106,110,84,113.00,104.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14935,-0.20,2069,2995,0,0.00,106,110,84,113.00,104.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14971,-0.23,2313,2958,0,0.00,106,110,84,113.00,104.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15007,-0.20,2298,2943,0,0.00,106,110,84,113.00,104.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15043,-0.15,2124,2990,0,0.00,106,110,84,113.00,104.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15079,-0.26,1886,3031,0,0.00,106,110,84,113.00,104.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15115,-0.17,1648,3071,0,0.00,106,110,84,113.00,104.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15151,-0.18,1429,3015,0,0.00,106,110,84,113.00,104.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15187,-0.21,1221,2910,0,0.00,106,110,84,113.00,104.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15223,-0.14,1009,2832,0,0.00,106,110,84,113.00,104.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15259,-0.28,799,2834,0,0.00,106,110,84,113.00,104.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15295,-0.22,615,2922,0,0.00,106,110,84,113.00,104.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15331,-0.24,484,3122,0,0.00,106,110,84,113.00,104.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15367,-0.26,418,3216,0,0.00,106,110,84,113.00,104.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15403,-0.20,387,3184,0,0.00,106,110,84,113.00,104.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15439,-0.22,344,3086,0,0.00,106,110,84,113.00,104.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15475,-0.18,263,3070,0,0.00,106,110,84,113.00,104.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15511,-0.22,156,3098,0,0.00,106,110,84,113.00,104.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15547,-0.20,50,3131,0,0.00,106,110,84,113.00,104.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
