Time,Pressure,PPGSignal,rawPPGSignal,BaselineBeat,Osc_Amp,Osc_SBP,MAP,Osc_DBP,Est_DBP,EnsembleSystolic,BL_W25_T2.0_D10,BL_W25_T2.2_D10,BL_W25_T2.4_D10,BL_W25_T2.6_D10,BL_W25_T3.0_D10,BL_W30_T2.0_D10,BL_W30_T2.2_D10,BL_W30_T2.4_D10,BL_W30_T2.6_D10,BL_W30_T3.0_D10,BL_W35_T2.0_D10,BL_W35_T2.2_D10,BL_W35_T2.4_D10,BL_W35_T2.6_D10,BL_W35_T3.0_D10,BL_W40_T2.0_D10,BL_W40_T2.2_D10,BL_W40_T2.4_D10,BL_W40_T2.6_D10,BL_W40_T3.0_D10
78429,25.85,49,2379,0,0.00,99,87,78,78.22,104.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78478,24.41,227,2799,0,0.00,99,87,78,78.22,104.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78527,22.54,527,3121,0,0.00,99,87,78,78.22,104.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78576,20.66,872,3008,0,0.00,99,87,78,78.22,104.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78625,19.53,1187,2799,0,0.00,99,87,78,78.22,104.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78674,18.34,1421,2720,0,0.00,99,87,78,78.22,104.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78723,17.26,1554,2741,0,0.00,99,87,78,78.22,104.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78772,16.33,1596,2797,0,0.00,99,87,78,78.22,104.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78821,15.32,1564,2846,0,0.00,99,87,78,78.22,104.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78870,14.49,1476,2883,0,0.00,99,87,78,78.22,104.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78919,13.09,1348,2886,0,0.00,99,87,78,78.22,104.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78968,11.53,1217,3984,0,0.00,99,87,78,78.22,104.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79016,8.02,1128,4095,0,0.00,99,87,78,78.22,104.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79065,7.51,1080,4095,0,0.00,99,87,78,78.22,104.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79114,6.66,1021,2960,0,0.00,99,87,78,78.22,104.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79163,5.80,887,2557,0,0.00,99,87,78,78.22,104.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79212,5.46,671,2711,0,0.00,99,87,78,78.22,104.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79261,5.72,425,3053,0,0.00,99,87,78,78.22,104.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79310,5.21,197,3151,0,0.00,99,87,78,78.22,104.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79359,4.83,3,2992,0,0.00,99,87,78,78.22,104.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79408,4.59,-166,2815,0,0.00,99,87,78,78.22,104.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79457,4.24,-321,2719,0,0.00,99,87,78,78.22,104.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79506,3.86,-462,2767,0,0.00,99,87,78,78.22,104.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79555,3.70,-580,2832,0,0.00,99,87,78,78.22,104.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79604,3.46,-670,2859,0,0.00,99,87,78,78.22,104.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79653,3.45,-731,2859,0,0.00,99,87,78,78.22,104.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79702,3.38,-758,3306,0,0.00,99,87,78,78.22,104.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79751,3.25,-728,4095,0,0.00,99,87,78,78.22,104.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79800,3.23,-627,4095,0,0.00,99,87,78,78.22,104.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79849,3.13,-499,3230,0,0.00,99,87,78,78.22,104.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79898,3.07,-424,2559,0,0.00,99,87,78,78.22,104.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79947,2.95,-434,2614,0,0.00,99,87,78,78.22,104.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
