Time,Pressure,PPGSignal,rawPPGSignal,BaselineBeat,Osc_Amp,Osc_SBP,MAP,Osc_DBP,Est_DBP,EnsembleSystolic,BL_W25_T2.0_D10,BL_W25_T2.2_D10,BL_W25_T2.4_D10,BL_W25_T2.6_D10,BL_W25_T3.0_D10,BL_W30_T2.0_D10,BL_W30_T2.2_D10,BL_W30_T2.4_D10,BL_W30_T2.6_D10,BL_W30_T3.0_D10,BL_W35_T2.0_D10,BL_W35_T2.2_D10,BL_W35_T2.4_D10,BL_W35_T2.6_D10,BL_W35_T3.0_D10,BL_W40_T2.0_D10,BL_W40_T2.2_D10,BL_W40_T2.4_D10,BL_W40_T2.6_D10,BL_W40_T3.0_D10
335967,25.58,65,2531,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336008,24.15,281,2518,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336049,22.89,597,2815,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336090,21.60,913,3067,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336131,20.53,1168,3050,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336172,19.30,1319,2899,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336213,18.07,1342,2799,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336254,17.13,1247,2768,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336295,15.89,1067,2804,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336336,14.41,841,2967,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336377,12.28,636,4095,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336418,5.14,508,4095,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336459,4.21,434,3919,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336500,3.80,330,2752,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336541,3.55,130,2399,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336582,3.44,-148,2601,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336623,3.25,-421,2970,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336664,3.08,-623,3131,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336705,2.98,-744,2986,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336746,2.85,-810,2805,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336787,2.72,-848,2735,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336828,2.69,-867,2749,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336869,2.65,-864,2765,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336910,2.49,-836,2925,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336951,2.45,-749,4095,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336992,2.37,-572,4095,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337033,2.20,-356,3706,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337074,2.08,-200,2717,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337115,2.03,-170,2426,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337156,1.96,-244,2609,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337197,1.93,-342,2924,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337238,1.79,-407,3046,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337279,1.72,-427,2925,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337320,1.76,-419,2799,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337361,1.66,-401,2748,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337402,1.58,-380,2752,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337443,1.66,-351,2787,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337484,1.57,-305,3066,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337525,1.38,-209,4095,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337566,1.38,-38,4095,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337607,1.31,144,3174,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337648,1.23,236,2611,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337689,1.16,208,2521,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337730,0.98,109,2774,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337771,1.00,7,2992,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337812,0.79,-59,3001,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337853,0.79,-93,2896,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337894,0.81,-109,2827,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337935,0.65,-116,2810,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337976,0.65,-117,2820,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338017,0.66,-108,2950,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338058,0.54,-62,3777,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338099,0.47,49,4095,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338140,0.40,203,3687,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338181,0.43,310,2832,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338222,0.51,306,2545,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338263,0.37,210,2699,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338304,0.41,87,2992,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338345,0.21,-7,3082,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338386,0.29,-64,2941,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338427,0.27,-99,2818,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338468,0.27,-127,2791,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338509,0.26,-147,2819,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338550,0.26,-153,2918,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338591,0.29,-116,3869,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338632,0.26,-4,4095,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338673,0.22,160,4041,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338714,0.24,292,2875,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338755,0.14,305,2487,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338796,0.22,204,2640,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338837,0.23,66,3013,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338878,0.15,-39,3183,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338919,0.20,-97,3024,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338960,0.19,-129,2818,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339001,0.26,-157,2772,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339042,0.18,-182,2811,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339083,0.12,-193,2898,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339124,0.22,-161,3817,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339165,0.05,-53,4095,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339206,0.13,113,4095,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339247,0.07,254,2912,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339288,0.10,279,2489,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339329,0.17,187,2635,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339370,0.04,55,3014,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339411,0.09,-45,3194,0,0.00,109,99,84,111.68,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
