Time,Pressure,PPGSignal,rawPPGSignal,AUS_PULSE_HEARD,BaselineBeat,Osc_Amp,Osc_SBP,MAP,Osc_DBP,Est_DBP,EnsembleSystolic,BL_W20_T2.0_D5,BL_W20_T2.0_D10,BL_W20_T2.5_D5,BL_W20_T2.5_D10,BL_W20_T3.0_D5,BL_W20_T3.0_D10,BL_W20_T3.5_D5,BL_W20_T3.5_D10,BL_W30_T2.0_D5,BL_W30_T2.0_D10,BL_W30_T2.5_D5,BL_W30_T2.5_D10,BL_W30_T3.0_D5,BL_W30_T3.0_D10,BL_W30_T3.5_D5,BL_W30_T3.5_D10,BL_W40_T2.0_D5,BL_W40_T2.0_D10,BL_W40_T2.5_D5,BL_W40_T2.5_D10,BL_W40_T3.0_D5,BL_W40_T3.0_D10,BL_W40_T3.5_D5,BL_W40_T3.5_D10,BL_W50_T2.0_D5,BL_W50_T2.0_D10,BL_W50_T2.5_D5,BL_W50_T2.5_D10,BL_W50_T3.0_D5,BL_W50_T3.0_D10,BL_W50_T3.5_D5,BL_W50_T3.5_D10,Env_W15,Env_W20,Env_W25,Env_W30,Env_W35,Env_W40,Env_W45,Env_W50
56588,87.57,-388,3019,0,0,7.59,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,0,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
56637,88.52,-404,3021,0,0,7.59,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,0,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
56686,88.60,-406,3039,0,0,8.95,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,0,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
56735,88.61,-370,4095,0,0,8.95,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,0,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
56784,88.37,-266,4095,0,1,8.95,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,0,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
56833,87.93,-110,4095,0,0,8.95,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,0,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
56882,87.51,54,4095,0,0,8.95,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,0,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
56931,87.19,169,2642,0,0,8.95,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,0,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
56980,86.83,168,2261,0,0,8.95,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,0,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
57029,86.46,60,2559,0,0,8.95,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,0,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
57078,86.12,-78,2869,1,0,8.95,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,0,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
57127,85.74,-192,2873,1,0,8.95,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,0,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
57176,85.42,-272,2681,1,0,8.95,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,0,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
57225,85.03,-328,2559,1,0,8.95,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,0,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
57274,85.01,-365,2609,1,0,8.95,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,0,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
57323,85.77,-380,2692,0,0,8.95,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,0,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
57372,86.02,-368,2742,0,0,7.94,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,0,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
57421,85.99,-307,3792,0,1,7.94,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,0,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
57470,85.79,-167,4095,0,0,7.94,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,0,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
57519,85.37,38,4095,0,0,7.94,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,0,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
57568,85.02,256,3939,0,0,7.94,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,0,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
57617,84.66,415,2679,0,0,7.94,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,0,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
57666,84.32,454,2493,0,0,7.94,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
57715,84.04,385,2669,0,0,7.94,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
57764,83.58,271,2819,0,0,7.94,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
57813,83.18,156,2802,0,0,7.94,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
57862,82.85,57,2758,0,0,7.94,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
57911,82.56,-23,2687,0,0,7.94,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
57960,83.23,-87,2637,0,0,7.94,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
58009,83.50,-135,2640,0,0,7.94,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
58058,83.53,-146,3471,0,0,6.54,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
58107,83.33,-82,4095,0,1,6.54,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
58156,82.86,62,4095,0,0,6.54,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
58205,82.55,245,4095,0,0,6.54,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
58254,82.30,383,2374,1,0,6.54,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
58303,81.86,389,1963,1,0,6.54,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
58352,81.53,268,2326,1,0,6.54,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
58401,81.20,109,2711,1,0,6.54,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
58450,80.78,-22,2826,0,0,6.54,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
58499,80.37,-109,2739,0,0,6.54,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
58548,80.10,-161,2656,0,0,6.54,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
58597,80.60,-190,2645,0,0,6.54,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
58646,81.02,-202,2666,0,0,6.54,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
58695,80.97,-165,4095,0,1,4.09,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
58744,80.73,-41,4095,0,0,4.09,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
58793,80.34,146,4095,0,0,4.09,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
58842,79.97,341,4095,0,0,4.09,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
58891,79.56,469,2256,0,0,4.09,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
58940,79.34,436,1382,0,0,4.09,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
58989,79.07,249,1999,0,0,4.09,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
59038,78.70,22,2627,0,0,4.09,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
59087,78.44,-149,2803,0,0,4.09,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
59136,78.03,-247,2692,0,0,4.09,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
59185,77.60,-291,2639,0,0,4.09,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
59234,77.94,-302,2529,0,0,4.09,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
59283,78.37,-297,2429,0,0,4.09,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
59332,78.60,-262,3568,0,0,3.80,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
59381,78.37,-149,4095,0,1,3.80,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
59430,78.15,40,4095,0,0,3.80,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
59479,77.59,259,4095,0,0,3.80,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
59528,77.43,459,4070,0,0,3.80,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
59577,77.11,557,1425,0,0,3.80,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
59626,76.93,462,1488,0,0,3.80,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
59675,76.69,229,2211,0,0,3.80,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
59724,76.34,-8,2531,0,0,3.80,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
59773,76.00,-186,2582,0,0,3.80,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
59822,75.76,-300,2415,0,0,3.80,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
59871,75.48,-370,2192,0,0,3.80,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
59920,76.16,-417,2086,0,0,3.80,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
59969,76.34,-446,2253,1,0,4.84,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
60018,76.23,-408,4095,1,1,4.84,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
60067,75.95,-246,4095,1,0,4.84,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
60116,75.64,6,4095,0,0,4.84,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
60165,75.30,273,4095,0,0,4.84,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
60214,75.17,457,1675,0,0,4.84,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
60263,74.99,446,1212,0,0,4.84,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
60312,74.82,268,1890,0,0,4.84,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
60361,74.50,51,2434,0,0,4.84,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
60410,74.14,-113,2597,0,0,4.84,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
60459,73.88,-208,2522,0,0,4.84,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
60508,73.55,-254,2317,0,0,4.84,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
60557,73.72,-276,2192,0,0,4.84,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
60606,74.12,-286,2242,0,0,4.84,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
60655,74.19,-259,3391,0,0,4.87,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
60704,73.96,-142,4095,0,1,4.87,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
60753,73.66,66,4095,0,0,4.87,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
60802,73.26,312,4095,0,0,4.87,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
60851,72.95,516,2929,0,0,4.87,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
60900,72.71,578,1414,0,0,4.87,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
60949,72.44,460,1749,0,0,4.87,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
60998,72.25,255,2559,0,0,4.87,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
61047,71.92,77,2879,0,0,4.87,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
61096,71.60,-33,2752,0,0,4.87,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
61145,71.19,-97,2512,0,0,4.87,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
61194,71.41,-142,2342,0,0,4.87,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
61243,71.73,-184,2298,0,0,4.87,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
61292,71.81,-181,4095,0,0,3.18,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
61341,71.44,-73,4095,0,1,3.18,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
61390,71.22,118,4095,0,0,3.18,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
61439,70.79,326,4095,0,0,3.18,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
61488,70.67,511,4095,0,0,3.18,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
61537,70.31,601,1900,0,0,3.18,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
61586,70.08,506,1252,0,0,3.18,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
61635,69.86,257,2074,0,0,3.18,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
61684,55.74,-8,2752,0,0,3.18,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
61733,49.33,-203,2624,0,0,3.18,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
61782,44.45,-336,2023,0,0,3.18,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
61831,40.69,-452,1616,0,0,3.18,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
61880,37.79,-576,1341,0,0,3.18,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
61929,35.02,-671,2667,0,0,3.18,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
61978,32.60,-643,4095,0,0,3.18,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
62027,30.43,-450,4095,0,0,3.18,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
62076,28.45,-156,4095,0,0,3.18,98,139,74,149.19,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
62125,26.74,86,970,0,0,3.18,98,94,74,81.69,118.61,145,162,106,117,105,117,105,117,145,119,145,119,145,119,145,119,84,115,106,115,106,115,105,115,92,117,106,117,106,117,106,117,146,146,146,146,146,146,146,146
