Time,Pressure,PPGSignal,rawPPGSignal
8438,-0.24,1513,97,1
8465,-0.24,1535,398,1
8492,0.06,1595,779,1
8519,0.81,1619,1067,1
8546,0.60,1857,1228,1
8573,0.83,3269,1384,1
8600,1.42,4095,1705,1
8627,1.51,4095,2141,1
8654,1.29,4095,2482,1
8681,1.73,4095,2615,1
8708,1.83,4095,2551,1
8735,1.77,4095,2354,1
8762,2.32,2449,1984,1
8789,2.05,1195,1295,1
8816,2.39,583,330,1
8843,2.47,663,-636,1
8870,2.26,1178,-1318,1
8897,2.81,1713,-1571,1
8924,2.57,1963,-1448,1
8951,2.81,1883,-1142,1
8978,2.87,1607,-859,1
9005,2.80,1299,-726,1
9032,3.36,1093,-756,1
9059,2.95,1023,-887,1
9086,3.46,1089,-1026,1
9113,3.47,1210,-1103,1
9140,3.38,1344,-1088,1
9167,3.98,1434,-998,1
9194,3.55,1497,-865,1
9221,4.19,1535,-728,1
9248,4.09,1555,-609,1
9275,3.94,1571,-519,1
9302,4.52,1535,-458,1
9329,4.32,1530,-424,1
9356,4.73,1520,-410,1
9383,4.71,1535,-404,1
9410,4.73,1563,-395,1
9437,5.23,1579,-376,1
9464,5.04,1671,-343,1
9491,5.17,2613,-235,1
9518,5.58,4095,93,1
9545,5.34,4095,653,1
9572,5.94,4095,1209,1
9599,5.67,4095,1563,1
9626,5.91,4095,1691,1
9653,6.33,4095,1645,1
9680,6.07,2983,1426,1
9707,6.57,1577,925,1
9734,6.64,727,125,1
9761,6.47,613,-769,1
9788,7.03,1035,-1470,1
9815,6.88,1596,-1780,1
9842,7.24,1950,-1693,1
9869,7.41,1963,-1366,1
9896,7.14,1730,-1008,1
9923,7.70,1422,-775,1
9950,7.69,1183,-715,1
9977,7.66,1071,-781,1
10004,8.26,1091,-886,1
10031,7.99,1196,-952,1
10058,8.28,1322,-939,1
10085,8.58,1424,-845,1
10112,8.31,1510,-700,1
10139,8.97,1535,-541,1
10166,8.94,1535,-399,1
10193,8.85,1558,-292,1
10220,9.41,1570,-217,1
10247,9.26,1559,-163,1
10274,9.37,1535,-126,1
10301,9.98,1535,-103,1
10328,9.66,1535,-87,1
10355,9.93,1581,-67,1
10382,10.37,1607,-39,1
10409,10.22,1618,-5,1
10436,10.64,1647,29,1
10463,10.92,2186,97,1
10490,10.65,4095,354,1
10517,11.20,4095,882,1
10544,11.40,4095,1460,1
10571,11.09,4095,1850,1
10598,11.76,4095,2008,1
10625,11.83,4095,1980,1
10652,11.71,4095,1838,1
10679,12.26,2546,1545,1
10706,12.36,1307,956,1
10733,12.16,759,105,1
10760,12.92,882,-745,1
10787,12.81,1386,-1319,1
10814,12.68,1846,-1488,1
10841,13.30,2000,-1322,1
10868,13.40,1858,-1011,1
10895,13.24,1556,-745,1
10922,13.76,1283,-625,1
10949,13.82,1135,-646,1
10976,13.75,1118,-737,1
11003,14.28,1199,-817,1
11030,14.46,1302,-832,1
11057,14.16,1403,-771,1
11084,14.73,1471,-656,1
11111,14.87,1514,-518,1
11138,14.72,1533,-384,1
11165,15.06,1535,-273,1
11192,15.50,1535,-191,1
11219,15.26,1526,-134,1
11246,15.68,1520,-99,1
11273,15.99,1534,-77,1
11300,15.74,1535,-59,1
11327,16.02,1562,-38,1
11354,16.58,1584,-12,1
11381,16.27,1599,17,1
11408,16.54,1613,49,1
11435,17.20,1633,80,1
11462,17.11,1808,119,1
11489,16.94,3090,258,1
11516,17.71,4095,633,1
11543,17.63,4095,1186,1
11570,17.52,4095,1679,1
11597,18.16,4095,1962,1
11624,18.31,4095,2033,1
11651,18.04,4095,1950,1
11678,18.54,3024,1712,1
11705,19.02,1633,1209,1
11732,18.80,831,417,1
11759,18.90,752,-463,1
11786,19.65,1175,-1147,1
11813,19.50,1718,-1445,1
11840,19.44,2032,-1361,1
11867,20.02,2003,-1057,1
11894,20.32,1727,-738,1
11921,20.14,1406,-553,1
11948,20.36,1173,-536,1
11975,21.02,1098,-630,1
12002,21.01,1139,-747,1
12029,20.78,1233,-813,1
12056,21.53,1355,-795,1
12083,21.87,1451,-703,1
12110,21.56,1513,-567,1
12137,21.68,1535,-423,1
12164,22.41,1565,-297,1
12191,22.54,1573,-198,1
12218,22.39,1573,-127,1
12245,22.57,1559,-81,1
12272,23.26,1535,-56,1
12299,23.27,1535,-44,1
12326,23.11,1574,-35,1
12353,23.46,1606,-16,1
12380,24.19,1622,11,1
12407,23.97,1630,44,1
12434,23.96,1618,72,1
12461,24.65,1629,92,1
12488,25.23,1712,111,1
12515,25.05,2678,200,1
12542,24.92,4095,510,1
12569,25.28,4095,1047,1
12596,25.85,4095,1576,1
12623,25.86,4095,1908,1
12650,25.67,4095,2018,1
12677,26.10,4095,1960,1
12704,26.66,3219,1746,1
12731,26.73,1787,1281,1
12758,26.43,906,523,1
12785,26.78,737,-358,1
12812,27.60,1117,-1076,1
12839,27.62,1680,-1425,1
12866,27.47,2047,-1381,1
12893,27.55,2087,-1085,1
12920,28.10,1843,-747,1
12947,28.48,1502,-531,1
12974,28.54,1241,-494,1
13001,28.26,1137,-587,1
13028,28.88,1171,-716,1
13055,29.48,1266,-799,1
13082,29.47,1370,-799,1
13109,29.21,1463,-721,1
13136,29.40,1525,-596,1
13163,30.04,1562,-457,1
13190,30.60,1575,-330,1
13217,30.61,1568,-230,1
13244,30.47,1557,-162,1
13271,30.67,1535,-123,1
13298,31.26,1533,-103,1
13325,31.80,1557,-90,1
13352,31.76,1582,-76,1
13379,31.64,1595,-51,1
13406,32.03,1599,-20,1
13433,32.75,1604,9,1
13460,33.43,1606,35,1
13487,33.47,1615,57,1
13514,33.27,1728,81,1
13541,33.25,2742,181,1
13568,33.81,4095,505,1
13595,34.50,4095,1048,1
13622,34.81,4095,1577,1
13649,34.70,4095,1904,1
13676,34.69,4095,2011,1
13703,35.16,4095,1951,1
13730,35.91,3536,1756,1
13757,36.40,1991,1347,1
13784,36.44,1011,639,1
13811,36.34,753,-236,1
13838,36.60,1089,-992,1
13865,37.03,1639,-1399,1
13892,37.68,1999,-1410,1
13919,38.04,2032,-1154,1
13946,37.91,1810,-837,1
13973,37.96,1506,-621,1
14000,38.12,1280,-564,1
14027,38.60,1158,-627,1
14054,39.39,1165,-733,1
14081,39.82,1238,-807,1
14108,39.93,1328,-812,1
14135,40.02,1404,-747,1
14162,40.06,1461,-637,1
14189,40.25,1509,-508,1
14216,40.86,1532,-384,1
14243,41.61,1535,-281,1
14270,42.14,1522,-204,1
14297,42.28,1526,-151,1
14324,42.46,1535,-113,1
14351,42.45,1568,-82,1
14378,42.71,1563,-54,1
14405,43.20,1566,-30,1
14432,43.97,1584,-8,1
14459,44.59,1611,16,1
14486,45.19,1630,45,1
14513,45.52,1628,74,1
14540,45.67,1671,100,1
14567,45.67,2307,165,1
14594,45.89,4095,427,1
14621,46.18,4095,950,1
14648,46.65,4095,1510,1
14675,47.21,4095,1882,1
14702,47.87,4095,2025,1
14729,48.23,4095,1988,1
14756,48.57,4095,1841,1
14783,48.88,2612,1549,1
14810,49.10,1329,968,1
14837,49.17,748,121,1
14864,49.35,845,-735,1
14891,49.50,1344,-1324,1
14918,49.92,1795,-1511,1
14945,50.34,1968,-1358,1
14972,50.96,1853,-1053,1
14999,51.37,1585,-780,1
15026,52.06,1328,-642,1
15053,52.47,1186,-642,1
15080,52.85,1168,-716,1
15107,53.21,1227,-787,1
15134,53.55,1327,-804,1
15161,53.76,1409,-752,1
15188,54.04,1494,-646,1
15215,54.24,1535,-515,1
15242,54.47,1535,-388,1
15269,54.76,1535,-284,1
15296,55.03,1535,-210,1
15323,55.43,1535,-160,1
15350,55.79,1535,-126,1
15377,56.19,1535,-101,1
15404,56.59,1535,-80,1
15431,56.99,1535,-60,1
15458,57.49,1574,-38,1
15485,58.30,1584,-10,1
15512,59.07,1590,19,1
15539,59.37,1718,56,1
15566,59.93,2882,180,1
15593,60.32,4095,537,1
15620,60.65,4095,1097,1
15647,60.97,4095,1619,1
15674,61.42,4095,1934,1
15701,61.71,4095,2029,1
15728,62.05,4095,1960,1
15755,62.48,3819,1779,1
15782,62.90,1987,1405,1
15809,63.34,936,706,1
15836,63.78,704,-200,1
15863,64.19,1099,-990,1
15890,64.44,1680,-1410,1
15917,64.75,2039,-1415,1
15944,65.14,2064,-1146,1
15971,65.48,1811,-821,1
15998,65.75,1502,-606,1
16025,66.24,1279,-555,1
16052,66.68,1179,-625,1
16079,66.92,1181,-732,1
16106,67.34,1246,-807,1
16133,67.64,1342,-812,1
16160,67.99,1431,-746,1
16187,68.30,1500,-631,1
16214,68.35,1535,-497,1
16241,68.68,1557,-371,1
16268,68.99,1535,-266,1
16295,69.26,1535,-192,1
16322,69.47,1535,-144,1
16349,69.69,1535,-116,1
16376,70.01,1533,-95,1
16403,70.19,1527,-79,1
16430,70.82,1513,-63,1
16457,71.60,1511,-49,1
16484,72.23,1535,-33,1
16511,72.72,1954,14,1
16538,73.30,4080,258,1
16565,73.71,4095,804,1
16592,74.29,4095,1423,1
16619,74.75,4095,1853,1
16646,75.21,4095,2039,1
16673,75.41,4095,2025,1
16700,75.82,4095,1888,1
16727,75.99,4095,1694,1
16754,76.28,2325,1373,1
16781,76.40,1190,755,1
16808,76.62,906,-95,1
16835,77.05,1259,-874,1
16862,77.66,1746,-1323,1
16889,78.23,2003,-1387,1
16916,78.92,1945,-1198,1
16943,79.42,1693,-954,1
16970,79.82,1415,-796,1
16997,80.01,1229,-765,1
17024,80.24,1155,-823,1
17051,80.20,1168,-899,1
17078,80.47,1233,-937,1
17105,80.90,1335,-910,1
17132,81.57,1424,-820,1
17159,82.05,1491,-689,1
17186,82.82,1521,-546,1
17213,83.24,1535,-414,1
17240,83.27,1535,-309,1
17267,83.19,1521,-233,1
17294,83.29,1488,-185,1
17321,83.67,1446,-161,1
17348,84.38,1437,-152,1
17375,85.29,1453,-146,1
17402,86.49,1459,-132,1
17429,87.01,1485,-107,1
17456,87.06,1585,-66,1
17483,87.35,2542,50,1
17510,87.99,4095,396,1
17537,88.80,4095,982,1
17564,89.36,4095,1565,1
17591,89.16,4095,1937,1
17618,88.89,4095,2072,1
17645,89.23,4095,2025,1
17672,90.08,4095,1871,1
17699,91.01,4095,1672,1
17726,91.50,2417,1359,1
17753,91.34,1254,762,1
17780,91.49,970,-66,1
17807,92.03,1275,-835,1
17834,93.04,1694,-1292,1
17861,93.34,1903,-1383,1
17888,93.16,1869,-1231,1
17915,93.09,1706,-1008,1
17942,93.92,1513,-840,1
17969,94.69,1371,-770,1
17996,95.01,1286,-778,1
18023,94.74,1232,-820,1
18050,94.89,1218,-855,1
18077,95.66,1241,-860,1
18104,96.58,1309,-823,1
18131,96.68,1377,-744,1
18158,96.41,1410,-638,1
18185,96.62,1424,-523,1
18212,97.63,1455,-417,1
18239,98.33,1472,-325,1
18266,98.14,1488,-248,1
18293,98.04,1488,-184,1
18320,98.95,1498,-134,1
18347,99.98,1504,-93,1
18374,100.54,1523,-56,1
18401,101.32,1568,-20,1
18428,102.34,1598,20,1
18455,103.66,1776,73,1
18482,104.12,3088,230,1
18509,103.78,4095,625,1
18536,104.22,4095,1196,1
18563,105.09,4095,1702,1
18590,105.17,4095,1992,1
18617,104.57,4095,2067,1
18644,104.98,4095,1985,1
18671,106.04,4095,1817,1
18698,106.35,4095,1616,1
18725,106.02,2347,1302,1
18752,106.58,1186,698,1
18779,107.71,769,-150,1
18806,107.84,924,-962,1
18833,107.63,1279,-1487,1
18860,108.31,1598,-1643,1
18887,109.14,1754,-1505,1
18914,108.92,1766,-1223,1
18941,108.81,1690,-936,1
18968,109.66,1579,-729,1
18995,110.29,1488,-623,1
19022,110.03,1435,-596,1
19049,110.25,1420,-604,1
19076,111.49,1456,-611,1
19103,111.87,1517,-592,1
19130,111.59,1579,-539,1
19157,112.18,1615,-458,1
19184,113.35,1651,-366,1
19211,113.00,1667,-277,1
19238,113.16,1675,-200,1
19265,114.29,1655,-142,1
19292,114.57,1650,-104,1
19319,114.16,1664,-78,1
19346,115.06,1669,-57,1
19373,116.01,1664,-38,1
19400,115.67,1671,-19,1
19427,116.17,1687,0,1
19454,117.59,1687,20,1
19481,117.86,1687,40,1
19508,118.87,1694,57,1
19535,120.41,1712,73,1
19562,120.48,1763,92,1
19589,120.74,2425,159,1
19616,121.97,3933,413,1
19643,122.08,4095,902,1
19670,121.84,4095,1432,1
19697,122.71,4095,1796,1
19724,122.37,4095,1944,1
19751,122.15,3472,1876,1
19778,123.39,2555,1558,1
19805,123.18,1872,993,1
19832,123.34,1459,298,1
19859,124.54,1338,-357,1
19886,124.36,1435,-838,1
19913,124.56,1616,-1079,1
19940,125.79,1770,-1097,1
19967,125.31,1868,-965,1
19994,126.03,1918,-769,1
20021,126.79,1922,-578,1
20048,126.52,1906,-430,1
20075,127.30,1883,-337,1
20102,128.14,1850,-293,1
20129,127.61,1815,-282,1
20156,128.70,1801,-288,1
20183,128.83,1797,-296,1
20210,128.98,1808,-295,1
20237,130.19,1813,-282,1
20264,129.85,1813,-261,1
20291,130.30,1814,-234,1
20318,131.43,1825,-205,1
20345,131.03,1821,-175,1
20372,131.98,1789,-152,1
20399,132.24,1744,-139,1
20426,132.19,1705,-139,1
20453,133.28,1700,-147,1
20480,133.03,1702,-152,1
20507,133.52,1717,-148,1
20534,134.94,1732,-132,1
20561,135.03,1738,-108,1
20588,136.73,1753,-80,1
20615,136.87,1766,-51,1
20642,137.05,1772,-23,1
20669,137.93,1846,6,1
20696,137.37,2162,62,1
20723,138.28,2518,182,1
20750,138.42,2672,365,1
20777,138.06,2559,545,1
20804,139.34,2368,641,1
20831,138.94,2155,617,1
20858,140.12,1987,490,1
20885,140.33,1903,308,1
20912,140.38,1885,130,1
20939,141.63,1870,-6,1
20966,141.16,1870,-90,1
20993,142.11,1870,-127,1
21020,142.33,1854,-134,1
21047,142.42,1844,-127,1
21074,143.75,1819,-118,1
21101,143.29,1778,-114,1
21128,144.48,1767,-118,1
21155,144.45,1760,-124,1
21182,144.85,1769,-126,1
21209,145.70,1755,-123,1
21236,145.47,1734,-117,1
21263,146.72,1711,-114,1
21290,146.44,1701,-112,1
21317,147.18,1702,-111,1
21344,147.61,1714,-106,1
21371,147.56,1710,-97,1
21398,148.71,1680,-87,1
21425,148.13,1650,-81,1
21452,149.51,1647,-81,1
21479,149.32,1643,-83,1
21506,150.01,1627,-84,1
21533,150.51,1616,-81,1
21560,150.54,1609,-78,1
21587,151.75,1596,-74,1
21614,151.50,1588,-70,1
21641,153.30,1584,-65,1
