Time,Pressure,PPGSignal,rawPPGSignal
8925,-0.26,2389,154,1
8952,-0.37,2272,617,1
8979,-0.22,1879,1155,1
9006,-0.08,1324,1437,1
9033,0.05,850,1373,1
9060,0.09,592,1046,1
9087,0.35,560,622,1
9114,0.16,722,256,1
9141,0.53,959,41,1
9168,0.32,1227,-1,1
9195,0.75,1472,92,1
9222,0.54,1626,259,1
9249,0.76,1709,433,1
9276,0.75,1677,556,1
9303,0.80,1571,597,1
9330,0.98,1421,545,1
9357,0.87,1316,417,1
9384,1.05,1860,290,1
9411,1.02,3815,380,1
9438,1.25,4095,812,1
9465,1.29,4095,1372,1
9492,1.28,4095,1784,1
9519,1.42,4095,1959,1
9546,1.29,4095,1929,1
9573,1.62,4095,1764,1
9600,1.39,3889,1522,1
9627,1.60,2171,1125,1
9654,1.62,1325,450,1
9681,1.66,1227,-387,1
9708,1.82,1535,-1099,1
9735,1.63,1925,-1488,1
9762,2.00,2032,-1545,1
9789,1.88,1830,-1416,1
9816,1.98,1446,-1282,1
9843,2.03,1007,-1264,1
9870,1.96,693,-1380,1
9897,2.24,573,-1568,1
9924,2.02,603,-1735,1
9951,2.30,782,-1804,1
9978,2.22,1008,-1740,1
10005,2.35,1235,-1556,1
10032,2.43,1403,-1294,1
10059,2.29,1501,-1010,1
10086,2.64,1535,-755,1
10113,2.41,1519,-560,1
10140,2.74,1424,-439,1
10167,2.70,1327,-393,1
10194,2.77,1216,-404,1
10221,2.93,1147,-450,1
10248,2.81,1414,-481,1
10275,3.14,2867,-357,1
10302,3.03,4095,80,1
10329,3.26,4095,756,1
10356,3.19,4095,1380,1
10383,3.46,4095,1764,1
10410,3.55,4095,1898,1
10437,3.55,4095,1847,1
10464,3.83,4095,1690,1
10491,3.66,3739,1468,1
10518,4.02,2208,1095,1
10545,3.99,1479,472,1
10572,4.07,1361,-289,1
10599,4.28,1603,-932,1
10626,4.18,1813,-1281,1
10653,4.51,1771,-1345,1
10680,4.36,1500,-1267,1
10707,4.65,1109,-1199,1
10734,4.63,777,-1219,1
10761,4.78,590,-1319,1
10788,4.85,579,-1437,1
10815,4.87,687,-1498,1
10842,5.13,859,-1459,1
10869,4.96,1062,-1314,1
10896,5.40,1242,-1088,1
10923,5.26,1377,-823,1
10950,5.53,1463,-562,1
10977,5.51,1486,-338,1
11004,5.52,1435,-176,1
11031,5.74,1349,-86,1
11058,5.72,1255,-64,1
11085,6.05,1168,-87,1
11112,5.81,1105,-133,1
11139,6.28,1037,-179,1
11166,6.20,1134,-207,1
11193,6.40,1995,-145,1
11220,6.40,4095,197,1
11247,6.42,4095,871,1
11274,6.69,4095,1591,1
11301,6.57,4095,2079,1
11328,6.99,4095,2287,1
11355,6.71,4095,2272,1
11382,7.12,4095,2120,1
11409,7.04,4095,1907,1
11436,7.24,2672,1591,1
11463,7.43,1639,1033,1
11490,7.30,1290,267,1
11517,7.79,1488,-461,1
11544,7.37,1815,-932,1
11571,7.95,1937,-1087,1
11598,7.70,1763,-1030,1
11625,8.11,1386,-929,1
11652,7.96,962,-911,1
11679,8.18,691,-1007,1
11706,8.34,579,-1166,1
11733,8.40,626,-1305,1
11760,8.71,767,-1354,1
11787,8.48,949,-1288,1
11814,8.95,1174,-1115,1
11841,8.77,1341,-872,1
11868,9.11,1456,-606,1
11895,9.03,1498,-364,1
11922,9.18,1481,-176,1
11949,9.36,1456,-56,1
11976,9.41,1322,-4,1
12003,9.64,1195,-13,1
12030,9.50,1106,-66,1
12057,9.97,1015,-138,1
12084,9.76,1081,-200,1
12111,10.27,1904,-171,1
12138,10.00,4095,144,1
12165,10.41,4095,813,1
12192,10.24,4095,1544,1
12219,10.60,4095,2046,1
12246,10.54,4095,2265,1
12273,10.76,4095,2256,1
12300,10.77,4095,2107,1
12327,10.76,3146,1833,1
12354,11.22,1633,1321,1
12381,10.96,1002,535,1
12408,11.46,1202,-306,1
12435,11.17,1798,-895,1
12462,11.61,2277,-1076,1
12489,11.43,2359,-924,1
12516,11.83,2032,-655,1
12543,11.63,1505,-484,1
12570,12.01,976,-514,1
