Time,Pressure,PPGSignal,rawPPGSignal
31929,143.00,105,1633
31937,141.69,427,1634
31944,142.11,830,1637
31951,142.68,1122,1646
31958,142.13,1258,1647
31965,142.59,1260,1648
31972,142.92,1176,1648
31978,142.80,1051,1659
31985,143.20,915,1651
31992,143.51,786,1651
31999,143.53,671,1652
32006,144.04,568,1654
32013,144.40,476,1653
32020,144.53,393,1651
32027,144.92,316,1648
32034,145.19,245,1648
32040,145.56,179,1642
32047,145.80,118,1643
32054,146.13,62,1642
32061,146.53,10,1634
32068,146.95,-37,1637
32075,147.02,-81,1632
32082,147.43,-122,1637
32089,147.53,-158,1636
32096,147.72,-189,1638
32103,148.11,-215,1637
32110,148.27,-238,1646
32116,148.38,-257,1645
32123,148.83,-273,1647
32130,148.93,-286,1655
32137,149.09,-297,1651
32144,149.44,-305,1661
32151,149.59,-310,1655
32158,149.76,-314,1663
32165,150.02,-318,1660
32172,150.24,-322,1657
32179,150.29,-326,1653
32186,150.63,-331,1648
32193,150.96,-335,1648
32200,150.97,-338,1642
32207,151.23,-340,1638
32214,151.49,-340,1635
32220,151.57,-339,1633
32227,151.89,-335,1632
32234,152.13,-330,1625
32241,152.27,-322,1635
32248,152.58,-313,1638
32255,152.81,-304,1643
32262,152.86,-292,1648
32269,153.29,-278,1649
32276,153.76,-263,1651
32283,153.69,-248,1663
32290,153.92,-234,1665
32297,154.45,-221,1671
32304,154.35,-210,1670
32311,154.59,-199,1674
32318,155.00,-188,1677
32324,155.08,-177,1683
32331,155.32,-166,1695
32338,155.78,-154,1687
32345,155.88,-142,1691
32352,156.07,-130,1691
32359,156.41,-121,1691
32366,156.48,-115,1691
32373,156.67,-111,1689
32380,157.17,-108,1685
32387,157.17,-105,1680
32394,157.24,-102,1679
32401,157.66,-99,1692
32408,157.67,-96,1670
32415,157.65,-93,1667
32422,158.08,-89,1664
32428,158.11,-86,1661
32435,158.11,-83,1652
32442,158.50,-81,1653
32449,158.47,-78,1648
32456,158.34,-73,1665
32463,158.20,-67,1665
32470,155.51,-60,1663
32477,151.10,-53,1671
32484,158.02,-44,1672
32491,153.33,-37,1671
32498,155.11,-29,1670
32505,155.85,-22,1665
32512,153.73,-18,1671
32519,155.90,-15,1671
32525,154.18,-11,1675
32532,154.92,-8,1677
32539,154.47,-3,1680
32546,154.43,1,1683
32553,154.65,6,1687
32560,154.26,11,1693
32567,154.45,15,1700
32574,154.23,20,1706
32581,154.20,24,1707
32588,154.16,27,1703
32594,154.06,28,1703
32601,154.10,26,1694
32608,154.06,23,1694
32615,153.98,18,1695
32622,153.87,15,1693
32629,153.91,12,1691
32636,153.75,10,1690
32643,153.73,9,1689
32650,153.69,7,1687
32656,153.67,7,1682
32663,153.61,5,1681
32670,153.46,3,1680
32677,153.52,2,1680
32684,153.36,2,1686
32691,153.40,2,1685
32698,153.39,3,1686
32705,153.20,4,1680
32712,153.22,5,1679
32718,153.19,4,1675
32725,153.12,1,1674
32732,153.05,0,1674
32739,153.20,-1,1671
32746,153.17,-1,1669
32753,153.08,-2,1667
32760,153.10,-2,1669
32767,153.13,-2,1670
32774,153.19,-1,1676
32781,153.06,0,1680
32788,153.12,1,1680
32795,153.00,3,1681
32801,153.06,5,1678
32808,152.97,7,1680
32815,152.91,7,1680
32822,152.74,6,1677
32829,152.75,5,1681
32836,152.62,5,1680
32843,152.59,6,1681
32850,152.60,7,1684
32856,152.47,8,1686
32863,152.62,9,1687
32870,152.53,9,1691
32877,152.58,10,1687
32884,152.40,11,1685
32891,152.38,11,1686
32898,152.37,10,1684
32905,152.26,9,1683
32912,152.18,7,1682
32918,152.13,5,1671
32925,152.07,4,1685
32932,152.12,3,1689
32939,152.15,3,1684
32946,152.07,2,1685
32953,152.01,2,1680
32960,151.93,1,1680
32967,151.92,0,1682
32974,151.92,0,1685
32980,151.82,1,1696
32987,151.82,4,1693
32994,151.78,6,1706
33001,151.81,9,1696
33008,151.78,11,1697
33015,151.81,12,1701
33022,151.65,13,1696
33029,151.71,12,1697
33036,151.56,11,1696
33042,151.66,9,1694
33049,151.67,8,1697
33056,151.61,5,1694
33063,151.56,3,1695
33070,151.57,1,1695
33077,151.59,0,1691
33084,151.42,-2,1687
33091,151.36,-4,1683
33098,151.45,-7,1681
33105,151.41,-10,1678
33111,151.40,-12,1681
33118,151.35,-13,1674
33125,151.24,-14,1678
33132,151.25,-14,1675
33139,151.27,-14,1669
33146,151.17,-13,1673
33153,151.09,-13,1667
33160,151.20,-13,1677
33167,151.03,-12,1678
33174,151.03,-11,1681
33181,151.03,-8,1681
33188,150.90,-6,1680
33195,150.89,-3,1685
33202,150.82,-2,1680
33209,150.90,-1,1681
33215,150.96,-1,1679
33222,150.81,-1,1680
33229,150.88,-1,1686
33236,150.75,-1,1680
33243,150.78,0,1683
33250,150.88,0,1680
33257,150.78,0,1676
33264,150.72,0,1680
33271,150.70,0,1680
33278,150.70,0,1678
33285,150.62,-1,1670
33291,150.63,-2,1671
33298,150.61,-3,1665
33305,150.53,-4,1667
33312,150.66,-5,1669
33319,150.52,-5,1665
33326,150.48,-6,1668
33333,150.48,-6,1667
33340,150.37,-5,1666
33347,150.37,-4,1676
33354,150.36,-2,1671
33361,150.18,-1,1680
33368,150.16,0,1675
33375,150.15,2,1679
33382,150.12,5,1681
33388,150.10,7,1680
33395,150.14,9,1685
33402,150.11,10,1685
33409,150.05,12,1690
33416,150.03,13,1690
33423,149.99,15,1695
33430,150.02,16,1703
33437,150.04,16,1691
33444,150.04,15,1693
33450,150.14,13,1685
33457,150.09,10,1680
33464,150.17,6,1683
33471,150.12,2,1677
33478,150.14,0,1680
33485,150.12,-1,1680
33492,150.00,-2,1685
33499,150.02,-2,1682
33506,149.94,-2,1682
33512,149.90,-1,1685
33519,149.72,0,1683
33526,149.74,0,1686
33533,149.71,1,1686
33540,149.66,2,1691
33547,149.58,4,1698
33554,149.55,6,1695
33561,149.47,8,1700
33568,149.46,10,1700
33574,149.48,10,1698
33581,149.38,11,1703
33588,149.32,10,1701
33595,149.34,9,1699
33602,149.27,7,1700
33609,149.33,6,1703
33616,149.27,5,1710
33623,149.19,5,1707
33630,149.18,6,1716
33636,149.14,8,1713
33643,149.14,11,1723
33650,149.06,12,1754
33657,149.06,11,1728
33664,149.08,11,1723
33671,149.05,10,1714
33678,148.97,9,1714
33685,148.90,6,1712
33692,148.93,2,1711
33698,148.92,-1,1711
33705,148.74,-3,1709
33712,148.82,-5,1709
33719,148.73,-8,1696
33726,148.76,-12,1701
