Time,Pressure,PPGSignal,rawPPGSignal
27071,115.08,133,2078
27079,114.17,543,2083
27086,114.73,1055,2085
27093,115.42,1427,2091
27100,116.23,1599,2100
27107,117.07,1603,2102
27114,117.52,1497,2112
27120,118.28,1340,2112
27127,119.20,1168,2109
27134,119.53,1003,2111
27141,119.75,854,2107
27148,119.89,721,2103
27155,119.69,604,2110
27162,119.41,499,2106
27169,119.49,404,2106
27176,119.12,318,2115
27182,118.16,239,2116
27189,117.22,165,2122
27196,116.73,97,2119
27203,116.13,33,2124
27210,115.08,-24,2122
27217,114.60,-77,2125
27224,114.81,-127,2117
27231,114.94,-175,2114
27238,115.86,-219,2110
27245,116.66,-260,2103
27251,117.51,-296,2096
27258,118.14,-329,2086
27265,118.68,-358,2079
27272,119.57,-385,2086
27279,120.32,-407,2081
27286,120.89,-423,2080
27293,121.58,-435,2087
27300,122.55,-444,2083
27307,123.00,-448,2092
27314,123.58,-450,2087
27321,124.03,-450,2093
27328,123.99,-446,2096
27335,123.83,-441,2100
27342,123.84,-434,2105
27348,123.69,-425,2115
27355,123.26,-416,2113
27362,122.85,-405,2121
27369,122.20,-394,2126
27376,121.41,-383,2127
27383,120.61,-372,2128
27390,120.28,-361,2128
27397,119.79,-351,2131
27404,118.67,-342,2128
27411,118.91,-333,2132
27418,119.66,-323,2130
27425,120.47,-312,2128
27432,121.42,-301,2138
27439,122.09,-288,2147
27446,122.92,-275,2138
27452,123.75,-261,2135
27459,124.34,-249,2145
27466,125.17,-239,2138
27473,126.09,-229,2135
27480,126.60,-220,2135
27487,127.25,-212,2129
27494,128.05,-204,2126
27501,128.19,-195,2123
27508,127.94,-186,2125
27515,127.93,-177,2123
27522,127.78,-167,2126
27529,127.20,-158,2119
27536,126.74,-149,2118
27543,125.98,-139,2125
27550,125.29,-128,2142
27556,124.48,-113,2143
27563,124.15,-98,2160
27570,123.77,-82,2166
27577,122.93,-67,2175
27584,123.47,-53,2177
27591,124.44,-41,2183
27598,125.32,-31,2187
27605,126.33,-25,2188
27612,126.98,-21,2181
27619,127.91,-20,2187
27626,128.79,-19,2175
27633,129.34,-19,2183
27640,130.21,-18,2179
27647,131.05,-17,2179
27654,131.61,-15,2181
27660,132.15,-12,2187
27667,132.81,-9,2178
27674,132.77,-8,2169
27681,132.47,-7,2175
