Time,Pressure,PPGSignal,rawPPGSignal
37806,137.19,133,2069
37814,135.57,541,2096
37821,136.21,1053,2085
37828,136.64,1427,2091
37835,137.11,1601,2091
37842,137.84,1605,2103
37849,138.25,1500,2101
37855,138.92,1340,2107
37862,139.36,1165,2094
37869,139.68,996,2096
37876,140.37,843,2079
37883,140.96,708,2079
37890,141.34,589,2074
37897,142.02,482,2068
37904,142.70,385,2073
37911,142.93,298,2065
37917,143.56,218,2081
37924,144.25,144,2071
37931,144.50,76,2079
37938,145.07,13,2081
37945,145.76,-45,2065
37952,145.74,-99,2075
37959,146.01,-147,2065
37966,146.25,-191,2075
37973,146.25,-232,2065
37980,146.21,-270,2063
37986,146.31,-303,2062
37993,146.31,-334,2047
38000,146.36,-361,2064
38007,146.37,-384,2044
38014,146.42,-401,2045
38021,146.16,-416,2041
38028,146.24,-429,2036
38035,146.33,-439,2035
38042,145.64,-445,2038
38049,145.41,-445,2043
38056,145.14,-444,2037
38063,144.76,-443,2037
38070,144.32,-442,2039
38077,144.26,-441,2032
38084,144.09,-438,2032
38090,143.60,-433,2032
38097,143.63,-426,2023
38104,143.29,-419,2022
38111,142.50,-412,2017
38118,142.28,-403,2020
38125,142.55,-392,2032
38132,142.07,-378,2039
38139,142.59,-363,2043
38146,142.96,-348,2038
38153,143.34,-333,2046
38160,144.17,-318,2035
38167,144.52,-303,2043
38174,145.09,-289,2036
38181,145.56,-275,2032
38188,145.96,-263,2038
38194,146.53,-251,2026
38201,147.02,-241,2023
38208,147.37,-232,2017
38215,148.12,-224,2015
38222,148.68,-214,2007
38229,148.89,-205,2005
38236,149.66,-196,2011
38243,150.34,-187,2005
38250,150.72,-176,2013
38257,151.28,-163,2013
38264,151.95,-150,2006
38271,152.26,-137,2019
38278,152.53,-125,2009
38285,153.02,-114,2019
38291,153.19,-103,2022
38298,153.22,-92,2016
38305,153.40,-82,2021
38312,153.23,-74,2022
38319,153.27,-65,2021
38326,153.47,-57,2016
38333,153.33,-49,2018
38340,153.04,-41,2022
38347,152.78,-34,2017
38354,152.63,-29,2027
38361,152.12,-26,2010
38368,151.34,-23,2017
38375,151.08,-21,2001
38382,150.83,-21,1997
38389,150.19,-22,1990
38395,150.10,-23,1987
38402,149.88,-25,1984
38409,148.92,-25,1979
38416,148.74,-25,1984
38423,148.87,-23,1974
38430,148.75,-21,1972
38437,149.56,-19,1975
38444,150.08,-15,1973
38451,150.63,-10,1974
38458,151.41,-3,1971
38465,151.81,2,1982
38472,152.69,8,1981
38479,153.42,12,1978
38485,154.00,15,1982
38492,154.84,18,1977
38499,156.78,20,1971
38506,158.36,20,1974
38513,150.77,19,1973
38520,154.95,18,1975
38527,155.24,17,1967
38534,153.18,17,1974
38541,156.15,18,1972
38547,153.18,19,1968
38554,155.11,20,1973
38561,153.86,21,1970
38568,154.21,22,1971
38575,154.06,23,1968
38582,153.79,23,1965
38589,153.90,24,1971
38596,153.60,25,1953
38603,153.65,25,1968
38609,153.44,24,1967
38616,153.37,22,1967
38623,153.25,20,1959
38630,153.08,17,1951
38637,153.19,14,1962
38644,153.02,12,1943
38651,152.90,11,1954
38658,152.81,11,1953
38665,152.75,13,1955
38671,152.71,15,1959
38678,152.58,16,1961
38685,152.60,17,1951
38692,152.60,16,1953
38699,152.46,15,1954
38706,152.33,12,1948
38713,152.27,11,1941
38720,152.25,9,1939
38726,152.20,6,1936
38733,152.09,2,1939
38740,152.03,0,1930
38747,152.04,-3,1919
38754,151.96,-4,1923
38761,151.89,-5,1909
38768,151.92,-5,1918
38775,151.83,-6,1911
38782,151.70,-7,1920
38789,151.73,-7,1922
38796,151.65,-5,1923
38803,151.66,-2,1922
38809,151.69,0,1925
38816,151.63,2,1923
38823,151.58,3,1921
38830,151.46,5,1923
38837,151.44,7,1925
38844,151.36,7,1919
38851,151.41,7,1923
38858,151.31,6,1923
38865,151.35,6,1922
38871,151.19,8,1936
38878,151.20,10,1921
38885,151.08,11,1921
38892,151.12,10,1923
38899,151.05,10,1923
38906,151.00,10,1921
38913,150.92,10,1920
38920,150.89,10,1931
38927,150.82,11,1920
38933,150.76,12,1925
38940,150.76,13,1923
38947,150.74,13,1927
38954,150.68,12,1923
38961,150.68,11,1919
38968,150.68,10,1920
38975,150.52,10,1917
38982,150.64,8,1920
38989,150.50,5,1908
38995,150.54,0,1904
39002,150.49,-4,1905
39009,150.46,-7,1904
39016,150.43,-8,1895
39023,150.31,-10,1898
39030,150.42,-11,1898
39037,150.22,-12,1903
39044,150.24,-12,1888
39051,150.25,-12,1895
39058,150.14,-12,1891
39065,150.14,-12,1890
39072,150.08,-11,1898
39079,150.15,-8,1891
39085,150.17,-3,1904
39092,150.05,2,1905
39099,150.21,7,1915
39106,150.06,12,1920
39113,149.99,16,1915
39120,150.01,20,1925
39127,150.02,22,1920
39134,149.91,23,1931
39141,150.02,23,1920
39148,149.80,22,1919
39154,149.83,20,1927
39161,149.82,18,1914
39168,149.83,16,1930
39175,149.70,13,1909
39182,149.71,9,1908
39189,149.69,1,1909
39196,149.65,-7,1903
39203,149.69,-12,1905
39210,149.60,-12,1899
39217,149.56,-10,1904
39223,149.50,-7,1898
39230,149.64,-6,1889
39237,149.58,-5,1894
39244,149.56,-5,1891
39251,149.51,-5,1901
39258,149.46,-4,1907
39265,149.44,-1,1905
39272,149.35,1,1909
39279,149.41,3,1903
39286,149.30,4,1909
39293,149.38,5,1911
39300,149.25,7,1911
39306,149.35,8,1918
39313,149.30,9,1911
39320,149.36,9,1915
39327,149.28,9,1909
39334,149.25,8,1907
39341,149.22,6,1905
39348,149.23,3,1903
39355,149.11,1,1904
39361,149.00,0,1901
39368,149.08,-2,1904
39375,149.10,-3,1903
39382,148.97,-4,1894
39389,148.99,-4,1895
39396,148.89,-5,1903
39403,148.94,-6,1891
39410,148.91,-8,1889
39417,148.91,-9,1889
39424,148.88,-11,1887
39431,148.85,-12,1883
39438,148.87,-13,1883
39445,148.73,-13,1879
39452,148.73,-12,1890
39458,148.78,-11,1873
39465,148.72,-11,1879
39472,148.86,-11,1872
39479,148.83,-11,1874
39486,148.84,-12,1872
39493,148.97,-12,1871
39500,148.92,-11,1872
39507,149.06,-9,1871
39514,149.10,-8,1873
39521,149.15,-7,1872
39528,149.06,-6,1866
39535,149.05,-6,1872
39542,149.10,-5,1871
39549,149.06,-3,1872
39555,149.01,-2,1875
39562,148.96,0,1872
39569,149.00,0,1875
39576,148.93,3,1878
39583,148.86,6,1886
39590,148.77,10,1882
39597,148.68,15,1892
39604,148.65,18,1891
39611,148.57,19,1884
39618,148.51,20,1900
39624,148.46,22,1903
39631,148.36,24,1904
39638,148.43,24,1909
39645,148.21,24,1901
39652,148.33,23,1906
39659,148.26,21,1903
39666,148.24,20,1898
39673,148.15,18,1906
39679,148.17,16,1898
39686,148.13,13,1899
39693,148.18,10,1890
39700,148.11,7,1903
39707,148.13,6,1897
39714,148.23,4,1889
39721,148.11,1,1892
39728,148.11,-1,1890
39735,148.00,-3,1900
39742,147.99,-4,1893
39748,147.97,-4,1892
39755,147.91,-5,1889
39762,147.92,-5,1891
39769,148.07,-5,1893
39776,147.97,-4,1894
39783,147.98,-2,1902
39790,148.00,0,1904
39797,147.99,2,1899
39804,147.87,5,1902
39811,147.95,6,1898
39818,147.83,5,1902
39824,147.86,3,1898
39831,147.88,0,1886
39838,147.78,-4,1888
39845,147.63,-6,1877
39852,147.79,-8,1888
39859,147.71,-9,1888
39866,147.71,-10,1878
39873,147.69,-12,1875
39880,147.74,-14,1876
39887,147.49,-15,1886
39894,147.60,-14,1879
39901,147.58,-13,1882
39908,147.57,-12,1875
39915,147.57,-11,1875
39921,147.50,-11,1874
39928,147.47,-10,1870
39935,147.48,-9,1877
39942,147.55,-8,1872
39949,147.40,-7,1873
39956,147.39,-6,1881
39963,147.43,-5,1871
39970,147.44,-4,1875
39977,147.26,-4,1869
39984,147.35,-3,1873
39991,147.19,-3,1871
39998,147.26,-3,1863
40005,147.20,-3,1866
40012,147.19,-3,1863
40018,147.18,-2,1872
40025,147.10,0,1878
40032,147.18,1,1874
40039,147.15,3,1892
40046,147.09,4,1878
40053,147.21,6,1888
40060,147.15,7,1887
40067,147.08,10,1894
40074,147.25,14,1894
40081,147.12,17,1902
40087,147.06,19,1898
40094,147.09,19,1887
40101,147.15,20,1901
40108,147.13,19,1892
40115,147.07,16,1889
40122,147.01,13,1889
40129,146.93,9,1878
40136,146.93,5,1887
40142,146.98,1,1874
40149,146.89,-2,1873
40156,146.84,-6,1874
40163,146.91,-8,1872
40170,146.91,-9,1872
40177,146.79,-10,1867
40184,146.92,-10,1868
40191,146.78,-11,1867
40198,146.84,-11,1866
40205,146.77,-10,1871
40212,146.71,-10,1866
40219,146.70,-9,1865
40226,146.77,-8,1871
40233,146.72,-5,1871
40239,146.70,-5,1874
40246,146.67,-7,1874
40253,146.69,-6,1882
40260,146.55,-2,1883
40267,146.57,2,1880
40274,146.58,5,1875
40281,146.56,7,1871
40288,146.59,6,1872
40295,146.50,5,1866
40302,146.58,2,1875
40309,146.51,1,1871
40315,146.56,0,1866
40322,146.46,0,1870
40329,146.42,0,1863
40336,146.41,0,1861
40343,146.35,-1,1867
40350,146.38,-1,1870
40357,146.43,-1,1870
40364,146.43,-1,1863
40371,146.34,0,1872
40378,146.43,0,1862
40384,146.34,2,1875
40391,146.35,4,1881
40398,146.38,5,1879
40405,146.30,6,1888
40412,146.23,7,1882
40419,146.24,8,1891
40426,146.23,10,1882
40433,146.12,12,1891
40440,146.22,13,1888
40446,146.20,14,1885
40453,146.12,15,1895
40460,146.07,15,1893
40467,146.17,14,1893
40474,146.09,12,1889
40481,146.10,8,1881
40488,146.00,4,1883
40495,146.09,0,1875
40502,146.01,-3,1872
40509,146.00,-6,1872
40515,145.98,-8,1865
40522,145.97,-9,1872
40529,145.87,-10,1868
40536,145.91,-11,1867
40543,145.92,-11,1872
40550,145.92,-9,1866
40557,146.04,-6,1869
40564,145.96,-4,1868
40571,146.06,-3,1870
40578,146.18,-3,1862
40585,146.10,-4,1871
40592,146.24,-5,1863
40599,146.33,-7,1859
40606,146.31,-8,1863
40612,146.30,-7,1863
40619,146.28,-7,1865
40626,146.29,-6,1872
40633,146.24,-4,1875
40640,146.24,-1,1882
40647,146.31,2,1879
40654,146.17,6,1884
40661,146.18,9,1887
40668,146.16,10,1889
40675,146.03,11,1879
40682,146.03,10,1878
40688,146.09,8,1875
40695,146.07,6,1871
40702,145.98,3,1872
40709,145.87,0,1871
40716,145.83,-2,1867
40723,145.76,-5,1868
40730,145.73,-7,1856
40737,145.78,-9,1871
40744,145.66,-9,1867
40751,145.62,-7,1869
40758,145.66,-5,1869
40765,145.74,-2,1870
40771,145.73,1,1874
40778,145.71,4,1875
40785,145.67,7,1887
40792,145.64,10,1890
40799,145.75,13,1894
40806,145.75,16,1891
40813,145.66,17,1895
40820,145.61,16,1890
40827,145.62,16,1893
40833,145.54,14,1895
40840,145.56,11,1878
40847,145.56,6,1871
40854,145.60,0,1881
40861,145.63,-6,1872
40868,145.53,-10,1872
40875,145.55,-11,1872
40882,145.55,-11,1876
40889,145.66,-10,1879
40896,145.59,-8,1878
40903,145.51,-6,1887
40910,145.57,-3,1881
40916,145.47,0,1877
40923,145.39,1,1899
40930,145.45,1,1886
40937,145.47,1,1889
40944,145.42,0,1886
40951,145.45,2,1891
40958,145.31,4,1891
40965,145.40,6,1890
40972,145.35,8,1893
40978,145.36,8,1887
40985,145.31,7,1893
40992,145.27,5,1891
40999,145.33,3,1893
41006,145.24,1,1887
41013,145.20,0,1885
41020,145.18,-1,1885
41027,145.14,-3,1874
41034,145.10,-7,1871
41041,145.08,-10,1872
41048,145.13,-13,1872
41054,145.12,-14,1867
41061,145.06,-16,1861
41068,145.04,-17,1865
41075,145.09,-17,1870
41082,145.00,-16,1863
41089,145.02,-17,1859
41096,145.08,-18,1845
41103,145.09,-19,1846
41110,144.96,-18,1855
41117,144.92,-18,1850
41124,144.97,-17,1859
41131,144.94,-15,1857
41138,144.94,-11,1869
41145,144.98,-6,1860
41152,145.01,-1,1875
41158,144.94,4,1877
41165,144.92,10,1881
41172,144.93,14,1887
41179,144.92,17,1892
41186,144.82,20,1901
41193,144.91,24,1899
41200,144.85,27,1899
41207,144.73,26,1901
41214,144.78,23,1891
41220,144.90,20,1901
41227,144.75,18,1893
41234,144.82,15,1893
41241,144.79,12,1886
41248,144.78,9,1877
41255,144.73,6,1886
41262,144.76,2,1872
41269,144.67,-1,1883
41276,144.69,-4,1873
41283,144.70,-6,1879
41289,144.69,-7,1872
41296,144.74,-8,1868
41303,144.62,-8,1866
41310,144.60,-10,1863
41317,144.62,-11,1870
41324,144.58,-12,1870
41331,144.52,-12,1863
41338,144.61,-11,1874
41345,144.57,-8,1867
41352,144.57,-6,1873
41359,144.44,-3,1873
41366,144.52,-2,1872
41373,144.43,-2,1879
41380,144.48,-1,1872
41387,144.43,0,1877
41393,144.44,0,1875
41400,144.50,1,1883
41407,144.53,3,1887
41414,144.42,7,1879
41421,144.46,9,1888
41428,144.50,10,1887
41435,144.44,10,1891
41442,144.48,11,1888
41449,144.41,12,1887
41455,144.43,11,1888
41462,144.49,9,1879
41469,144.37,7,1882
41476,144.30,4,1883
41483,144.37,1,1887
41490,144.34,0,1881
41497,144.18,-2,1875
41504,144.22,-4,1872
41511,144.32,-6,1872
41517,144.28,-8,1870
41524,144.19,-8,1872
41531,144.20,-8,1875
41538,144.22,-7,1885
41545,144.23,-3,1879
41552,144.14,0,1894
41559,144.15,6,1898
41566,144.14,9,1889
41573,144.23,10,1891
41580,144.17,10,1889
41587,144.24,9,1894
41594,144.18,7,1902
41600,144.27,8,1904
41607,144.30,9,1897
41614,144.41,10,1895
41621,144.46,9,1892
41628,144.52,7,1894
41635,144.56,5,1890
41642,144.47,4,1892
41649,144.61,3,1892
41655,144.53,2,1894
41662,144.67,1,1885
41669,144.59,0,1885
41676,144.55,-3,1882
41683,144.59,-6,1882
41690,144.48,-11,1875
41697,144.48,-15,1862
41704,144.36,-19,1865
41711,144.30,-21,1856
41718,144.38,-22,1855
41725,144.29,-23,1866
41732,144.23,-23,1865
41739,144.22,-21,1872
41745,144.13,-17,1869
41752,144.19,-13,1879
41759,144.10,-8,1874
41766,144.11,-4,1873
41773,144.01,0,1879
41780,143.94,2,1885
41787,144.03,4,1891
41794,144.00,6,1889
41801,144.01,8,1891
41808,143.99,10,1894
41815,143.95,12,1889
41821,144.03,13,1903
41828,143.94,12,1894
41835,143.91,11,1900
41842,143.81,11,1899
41849,143.87,9,1885
41856,143.87,8,1891
41863,143.85,5,1877
41870,143.95,3,1883
41876,143.85,0,1879
41883,143.94,-4,1872
41890,143.90,-8,1872
41897,143.80,-10,1865
41904,143.87,-11,1875
41911,143.93,-10,1874
41918,143.96,-9,1879
41925,143.88,-6,1873
41932,143.80,-3,1875
41939,143.80,0,1885
41946,143.90,0,1875
41953,143.90,1,1886
41959,143.82,3,1889
41966,143.76,5,1888
41973,143.87,7,1894
41980,143.66,8,1883
41987,143.79,8,1883
41994,143.71,7,1886
42001,143.76,6,1882
42008,143.66,4,1881
42015,143.69,0,1871
42021,143.70,-3,1874
42028,143.64,-7,1869
42035,143.62,-10,1872
42042,143.61,-11,1867
42049,143.56,-11,1867
42056,143.52,-11,1872
42063,143.52,-10,1858
42070,143.49,-11,1866
42077,143.44,-13,1853
42084,143.47,-15,1849
42091,143.43,-18,1857
42098,143.42,-18,1858
42105,143.47,-16,1862
42111,143.44,-12,1863
42118,143.38,-7,1874
42125,143.38,0,1879
42132,143.36,6,1886
42139,143.42,13,1903
42146,143.36,20,1890
42153,143.43,25,1901
42160,143.38,28,1902
42167,143.34,29,1904
42174,143.33,28,1904
42180,143.32,26,1899
42187,143.34,24,1901
42194,143.34,21,1903
42201,143.47,19,1902
42208,143.36,17,1897
42215,143.39,14,1895
42222,143.39,11,1899
42229,143.40,8,1885
42236,143.35,4,1888
42242,143.32,0,1877
42249,143.26,-5,1872
42256,143.42,-10,1871
42263,143.34,-14,1865
42270,143.33,-18,1860
42277,143.34,-21,1862
42284,143.30,-22,1866
42291,143.41,-21,1872
42298,143.30,-19,1868
42305,143.38,-16,1872
42312,143.22,-11,1872
42319,143.27,-7,1886
42326,143.34,-2,1886
42333,143.32,1,1887
42339,143.32,4,1899
42346,143.28,8,1893
42353,143.32,11,1903
42360,143.30,15,1903
42367,143.28,16,1891
42374,143.21,15,1894
42381,143.12,11,1880
42388,143.23,6,1878
42395,143.20,0,1873
42401,143.19,-4,1873
42408,143.15,-8,1872
42415,143.33,-9,1872
42422,143.13,-9,1871
42429,143.18,-9,1869
42436,143.18,-10,1870
42443,143.20,-10,1872
42450,143.09,-10,1872
42457,143.16,-9,1872
42464,143.09,-9,1863
42471,143.11,-8,1872
42478,143.05,-7,1872
42485,143.07,-5,1879
42492,143.00,-3,1884
42498,143.09,0,1875
42505,143.13,3,1885
42512,143.08,6,1882
42519,143.15,8,1891
42526,143.25,11,1886
42533,143.26,12,1886
42540,143.35,11,1891
42547,143.34,10,1895
42554,143.46,9,1895
42560,143.40,8,1893
42567,143.43,8,1898
42574,143.51,10,1901
42581,143.57,13,1902
42588,143.45,15,1910
42595,143.47,15,1904
42602,143.41,15,1911
42609,143.48,14,1901
42616,143.39,11,1902
42622,143.29,8,1891
42629,143.24,3,1887
42636,143.23,0,1887
42643,143.25,-5,1877
42650,143.21,-11,1867
42657,143.03,-17,1869
42664,143.06,-22,1851
42671,142.93,-26,1853
42678,143.06,-29,1850
