Time,Pressure,PPGSignal,rawPPGSignal
27381,150.02,115,1791
27389,148.66,466,1774
27396,149.27,904,1777
27403,149.75,1219,1763
27410,150.31,1361,1766
27417,150.90,1358,1765
27424,151.35,1262,1763
27430,152.11,1121,1770
27437,152.73,970,1751
27444,153.15,826,1760
27451,153.95,697,1751
27458,154.62,585,1755
27465,155.04,487,1744
27472,155.63,399,1741
27479,156.42,318,1749
27486,156.73,244,1731
27492,157.11,175,1743
27499,157.73,111,1735
27506,157.95,52,1725
27513,157.90,-3,1734
27520,157.96,-54,1714
27527,157.89,-101,1724
27534,157.90,-143,1714
27541,157.99,-180,1713
27548,157.96,-213,1715
27555,157.75,-242,1712
27562,157.89,-267,1718
27568,157.71,-289,1709
27575,157.32,-307,1712
27582,157.15,-323,1712
27589,156.77,-335,1706
27596,156.49,-346,1715
27603,155.81,-352,1712
27610,155.76,-356,1723
27617,155.55,-357,1715
27624,154.89,-358,1712
27631,154.79,-360,1712
27638,154.58,-361,1711
27645,153.50,-361,1727
27652,153.53,-358,1712
27659,153.75,-353,1725
27666,153.41,-346,1719
27672,153.97,-339,1715
27679,154.33,-332,1728
27686,154.70,-324,1720
27693,155.31,-315,1732
27700,155.77,-306,1725
27707,156.29,-296,1727
27714,156.83,-287,1728
27721,157.28,-276,1732
27728,157.89,-264,1744
27735,158.37,-251,1733
27742,158.77,-240,1731
27749,159.51,-230,1738
27756,160.12,-222,1734
27763,160.39,-213,1744
27770,161.05,-203,1735
27776,161.80,-191,1753
27783,162.10,-179,1749
27790,162.66,-168,1758
27797,163.33,-157,1766
27804,163.62,-147,1739
27811,163.82,-137,1763
27818,164.40,-129,1754
27825,164.41,-122,1750
27832,164.33,-116,1751
27839,164.53,-110,1747
27846,164.42,-105,1760
27853,164.20,-99,1744
27860,164.35,-94,1758
27867,164.36,-89,1744
27874,163.85,-85,1732
27880,163.62,-81,1740
27887,163.22,-79,1724
27894,162.79,-78,1732
27901,162.02,-77,1715
27908,161.82,-76,1715
27915,161.46,-73,1712
27922,160.74,-70,1711
27929,160.44,-65,1713
27936,160.07,-59,1712
27943,159.28,-51,1718
27950,159.60,-43,1718
27957,160.00,-36,1719
27964,160.27,-29,1735
27971,161.09,-22,1723
27978,161.47,-16,1727
27984,162.14,-11,1725
27991,162.66,-6,1729
27998,163.11,-1,1735
28005,163.91,3,1729
28012,164.66,7,1744
28019,165.23,11,1735
28026,166.26,13,1750
28033,167.11,17,1755
28040,167.85,21,1750
28047,168.48,25,1767
28053,169.55,30,1755
28060,169.88,33,1776
28067,170.24,35,1758
28074,170.59,36,1758
28081,170.29,35,1765
28088,170.13,32,1755
28095,170.31,30,1765
28102,169.99,28,1762
28109,169.35,28,1767
28115,168.55,28,1765
28122,167.91,28,1753
28129,167.38,27,1769
28136,166.30,25,1753
28143,164.38,23,1776
28150,164.06,22,1766
28157,169.37,19,1758
28164,171.03,16,1767
28171,163.89,13,1753
28177,170.12,9,1749
28184,165.33,5,1753
28191,168.84,3,1747
28198,166.56,1,1744
28205,167.56,0,1731
28212,167.29,-1,1759
28219,166.95,0,1747
28226,167.16,0,1761
28233,166.83,2,1761
28240,167.00,4,1762
28246,166.79,7,1769
28253,166.71,10,1759
28260,166.72,13,1775
28267,166.56,15,1773
28274,166.61,16,1777
28281,166.51,17,1777
28288,166.42,17,1763
28295,166.39,15,1774
28301,166.39,12,1765
28308,166.46,9,1765
28315,166.34,5,1761
28322,166.24,0,1750
28329,166.25,-4,1761
28336,166.20,-7,1739
28343,166.05,-11,1759
28350,166.04,-13,1747
28357,165.89,-14,1746
28364,165.87,-15,1761
28371,165.89,-14,1744
28378,165.80,-13,1745
28384,165.71,-12,1750
28391,165.70,-10,1749
28398,165.60,-7,1754
28405,165.65,-5,1744
28412,165.64,-3,1765
28419,165.49,-2,1742
28426,165.51,-2,1758
28433,165.36,-2,1758
28440,165.41,-1,1755
28447,165.37,0,1769
28454,165.23,0,1750
28461,165.25,1,1765
28468,165.14,1,1758
28474,165.13,1,1754
28481,165.12,0,1762
28488,165.12,0,1744
28495,165.02,-1,1750
28502,165.02,-4,1741
28509,164.91,-7,1744
28516,164.96,-9,1744
28523,164.87,-10,1744
28530,164.83,-12,1743
28537,164.84,-11,1737
28544,164.75,-9,1758
28551,164.75,-5,1747
28557,164.69,-1,1754
28564,164.65,1,1759
28571,164.73,3,1760
28578,164.68,5,1770
28585,164.58,8,1764
28592,164.59,11,1771
28599,164.62,13,1770
28606,164.52,14,1761
28613,164.54,13,1776
28619,164.56,12,1758
28626,164.50,12,1770
28633,164.44,11,1770
28640,164.41,11,1761
28647,164.38,9,1769
28654,164.40,8,1760
28661,164.43,5,1755
28668,164.38,2,1760
28675,164.32,-1,1757
28681,164.29,-4,1755
28688,164.26,-7,1744
28695,164.30,-11,1746
28702,164.20,-14,1741
28709,164.13,-14,1751
28716,164.12,-12,1744
28723,164.06,-11,1744
28730,164.00,-9,1754
28737,164.05,-7,1745
28744,164.03,-4,1761
28751,163.99,-1,1754
28758,163.94,2,1761
28765,164.05,7,1773
28772,163.87,12,1777
28778,163.88,16,1789
28785,163.95,20,1782
28792,163.86,23,1796
28799,163.82,24,1787
28806,163.71,24,1787
28813,163.87,24,1805
28820,163.69,22,1782
28827,163.70,19,1805
28834,163.70,16,1791
28840,163.72,14,1791
28847,163.74,12,1791
28854,163.60,8,1780
28861,163.48,4,1785
28868,163.56,0,1783
28875,163.54,-2,1786
28882,163.59,-3,1776
28889,163.47,-2,1767
28896,163.46,-3,1778
28903,163.44,-5,1760
28909,163.40,-10,1775
28916,163.38,-12,1766
28923,163.41,-14,1763
28930,163.33,-15,1773
28937,163.29,-15,1765
28944,163.32,-16,1758
28951,163.36,-18,1761
28958,163.47,-19,1763
28965,163.41,-18,1765
28972,163.62,-15,1759
28979,163.73,-12,1774
28986,163.75,-9,1772
28993,163.79,-7,1783
29000,163.94,-5,1773
29007,163.96,-2,1773
29013,163.97,0,1791
29020,163.86,1,1770
29027,163.81,2,1783
29034,163.88,3,1776
29041,163.79,2,1776
29048,163.68,1,1776
29055,163.53,0,1770
29062,163.46,0,1789
29069,163.43,1,1778
29075,163.22,3,1787
29082,163.30,5,1777
29089,163.17,5,1778
29096,163.18,4,1792
29103,163.02,3,1773
29110,163.08,1,1787
29117,163.01,0,1776
29124,162.90,-1,1763
29131,162.91,-3,1773
29138,162.88,-5,1766
29145,162.92,-6,1773
29151,162.79,-6,1771
29158,162.81,-5,1776
29165,162.89,-5,1773
29172,162.89,-5,1765
29179,162.85,-4,1779
29186,162.82,-4,1765
29193,162.81,-4,1782
29200,162.75,-2,1782
29207,162.66,0,1779
29214,162.77,2,1793
29221,162.77,6,1781
29228,162.74,8,1788
29234,162.77,9,1790
29241,162.79,9,1792
29248,162.80,10,1803
29255,162.86,10,1797
29262,162.79,11,1809
29269,162.77,14,1803
29276,162.81,18,1812
29283,162.74,21,1810
29290,162.67,22,1808
29296,162.74,20,1809
29303,162.67,17,1795
29310,162.62,12,1796
29317,162.50,6,1787
29324,162.64,0,1783
29331,162.50,-7,1776
29338,162.65,-14,1772
29345,162.46,-20,1776
29352,162.50,-24,1763
29359,162.40,-26,1765
29365,162.46,-27,1771
29372,162.40,-27,1767
29379,162.28,-26,1771
29386,162.26,-24,1764
29393,162.19,-22,1771
29400,162.28,-19,1772
29407,162.32,-15,1766
29414,162.22,-12,1776
29421,162.20,-8,1770
29428,162.17,-4,1777
29435,162.23,0,1779
29442,162.10,2,1790
29449,162.18,6,1791
29456,162.17,8,1777
29462,162.20,9,1792
29469,162.09,8,1780
29476,162.13,6,1791
29483,162.09,5,1780
29490,162.13,4,1777
29497,162.15,3,1792
29504,162.09,4,1783
29511,162.15,6,1795
29518,162.10,8,1784
29524,162.00,8,1787
29531,162.05,7,1792
29538,162.13,5,1782
29545,162.04,3,1799
29552,162.08,4,1793
29559,162.07,5,1797
29566,162.05,7,1797
29573,162.00,7,1788
29579,161.91,5,1792
29586,162.00,2,1772
29593,161.96,-1,1785
29600,161.90,-3,1777
29607,161.83,-6,1773
29614,161.95,-8,1780
29621,161.90,-11,1763
29628,161.79,-13,1759
29635,161.71,-16,1763
29642,161.72,-18,1765
29649,161.74,-17,1763
29656,161.73,-16,1759
29663,161.74,-13,1776
29669,161.70,-11,1760
29676,161.64,-8,1776
29683,161.72,-4,1777
29690,161.69,0,1776
29697,161.70,7,1792
29704,161.65,11,1774
29711,161.70,11,1794
29718,161.57,11,1789
29725,161.73,10,1781
29732,161.70,10,1799
29738,161.65,10,1790
29745,161.69,12,1801
29752,161.73,13,1794
29759,161.69,14,1809
29766,161.61,15,1798
29773,161.61,15,1793
29780,161.69,14,1808
29787,161.57,13,1792
29794,161.57,12,1818
29800,161.48,11,1795
29807,161.57,11,1799
29814,161.49,11,1808
29821,161.45,11,1796
29828,161.47,10,1801
29835,161.48,8,1801
29842,161.52,7,1799
29849,161.58,5,1799
29856,161.63,1,1791
29862,161.66,-4,1793
29869,161.67,-8,1789
29876,161.73,-10,1794
29883,161.75,-10,1791
29890,161.81,-10,1786
29897,162.00,-9,1792
29904,161.91,-9,1782
29911,161.94,-9,1795
29918,162.19,-9,1783
29925,161.97,-9,1778
29932,162.12,-10,1788
29939,162.20,-10,1777
29946,162.24,-10,1791
29952,162.49,-10,1787
29959,162.58,-9,1791
29966,162.66,-7,1797
29973,162.69,-4,1792
29980,162.69,-1,1808
29987,162.67,2,1795
29994,162.72,5,1811
30001,162.69,9,1803
30008,162.75,12,1803
30015,162.63,12,1805
30022,162.60,11,1795
30029,162.50,10,1811
30035,162.34,9,1808
30042,162.22,8,1811
30049,162.21,7,1808
30056,162.13,6,1802
30063,162.05,5,1809
30070,162.01,5,1799
30077,161.87,4,1808
30084,161.66,2,1803
30090,161.63,0,1801
30097,161.57,0,1808
30104,161.59,-1,1799
30111,161.46,-4,1795
30118,161.45,-6,1805
30125,161.38,-6,1803
30132,161.44,-4,1798
30139,161.37,-4,1789
30146,161.32,-6,1799
30153,161.25,-8,1780
30160,161.29,-11,1787
30167,161.17,-13,1780
30174,161.20,-15,1786
30180,161.02,-16,1793
30187,161.07,-15,1786
30194,160.98,-13,1798
30201,161.04,-11,1787
30208,161.04,-9,1783
30215,161.08,-6,1791
30222,161.01,-4,1785
30229,160.98,-3,1794
30236,160.92,-2,1792
30243,161.05,0,1799
30250,161.04,0,1803
30257,161.14,3,1797
30264,160.97,4,1808
30270,161.01,5,1790
30277,160.95,5,1806
30284,160.92,5,1792
30291,160.89,3,1793
30298,160.86,1,1797
30305,160.85,0,1786
30312,160.69,-2,1793
30319,160.72,-2,1791
30326,160.71,-1,1791
30333,160.77,-1,1780
30339,160.80,-2,1777
30346,160.64,-4,1794
30353,160.64,-4,1778
30360,160.65,-4,1794
30367,160.63,-4,1789
30374,160.53,-3,1785
30381,160.62,-2,1791
30388,160.59,0,1779
30395,160.59,0,1793
30402,160.55,0,1795
30409,160.48,0,1799
30416,160.53,2,1801
30422,160.54,4,1790
30429,160.50,5,1803
30436,160.45,5,1786
30443,160.44,4,1797
30450,160.42,3,1791
30457,160.46,3,1792
30464,160.35,3,1803
30471,160.38,3,1793
