Time,Pressure,PPGSignal,rawPPGSignal
30873,147.21,117,1814
30881,147.19,475,1824
30888,147.18,924,1835
30895,147.19,1252,1841
30902,147.18,1406,1851
30909,147.15,1412,1856
30916,147.22,1323,1863
30922,147.24,1188,1876
30929,147.25,1039,1874
30936,147.23,896,1872
30943,147.17,765,1875
30950,147.18,649,1872
30957,147.14,545,1869
30964,147.03,449,1863
30971,147.13,361,1857
30978,147.20,279,1855
30984,147.26,203,1856
30991,147.04,132,1844
30998,147.14,67,1841
31005,147.07,8,1840
31012,147.13,-45,1838
31019,147.01,-93,1834
31026,146.96,-138,1835
31033,146.98,-180,1831
31040,146.90,-218,1826
31047,146.96,-252,1832
31054,146.93,-281,1831
31060,146.96,-305,1815
31067,147.09,-326,1823
31074,146.97,-343,1825
31081,147.14,-357,1822
31088,147.19,-369,1815
31095,147.26,-378,1819
31102,147.22,-385,1808
31109,147.34,-391,1821
31116,147.33,-395,1821
31123,147.28,-396,1824
31130,147.29,-394,1825
31137,147.23,-390,1820
31144,147.24,-385,1819
31151,147.17,-380,1825
31158,147.21,-373,1823
31164,147.12,-364,1826
31171,147.12,-354,1828
31178,147.04,-344,1826
31185,147.05,-334,1829
31192,146.90,-325,1835
31199,147.04,-316,1834
31206,146.78,-308,1834
31213,146.86,-300,1832
31220,146.82,-290,1840
31227,146.80,-278,1834
31234,146.66,-266,1839
31241,146.66,-252,1834
31248,146.77,-240,1840
31255,146.70,-228,1841
31262,146.75,-217,1841
31268,146.71,-207,1840
31275,146.71,-197,1845
31282,146.75,-187,1845
31289,146.66,-177,1846
31296,146.69,-166,1850
31303,146.65,-156,1847
31310,146.74,-146,1849
31317,146.55,-137,1843
31324,146.54,-130,1845
31331,146.55,-121,1840
31338,146.51,-112,1855
31345,146.51,-104,1847
31352,146.52,-97,1853
31359,146.56,-89,1853
31365,146.49,-82,1856
31372,146.58,-74,1850
31379,146.40,-66,1851
31386,146.38,-59,1853
31393,146.39,-54,1852
31400,146.43,-48,1854
31407,146.25,-42,1856
31414,146.37,-37,1855
31421,146.30,-32,1858
31428,146.34,-28,1857
31435,146.34,-25,1861
31442,146.23,-21,1851
31449,146.24,-19,1856
31456,146.31,-16,1840
31463,146.25,-13,1856
31469,146.23,-10,1856
31476,146.24,-9,1856
31483,146.18,-7,1860
31490,146.21,-5,1859
31497,146.16,-3,1862
31504,146.21,-1,1855
31511,146.16,1,1857
31518,146.08,2,1858
31525,146.04,3,1855
31532,146.07,3,1853
31539,146.03,3,1859
31545,146.05,2,1855
31552,146.05,1,1851
31559,146.02,1,1849
31566,145.98,2,1853
31573,145.99,3,1850
31580,145.95,4,1854
31587,145.83,7,1856
31594,145.98,10,1851
31601,145.96,13,1859
31607,145.95,15,1855
31614,145.88,16,1855
31621,145.85,16,1855
31628,145.82,15,1856
31635,145.92,14,1855
31642,145.84,13,1871
31649,145.75,14,1858
31656,145.82,14,1862
31663,145.71,15,1857
31669,145.85,15,1859
31676,145.78,14,1856
31683,145.70,14,1856
31690,145.81,14,1856
31697,145.69,14,1857
31704,145.75,12,1857
31711,145.65,10,1850
31718,145.73,7,1858
31725,145.68,6,1864
31731,145.78,5,1851
31738,145.77,5,1849
31745,145.86,4,1847
31752,145.98,3,1851
31759,145.98,3,1847
31766,146.01,3,1848
31773,146.00,2,1850
31780,146.14,1,1839
31786,146.15,0,1847
31793,146.14,0,1854
31800,146.13,1,1856
31807,146.17,3,1857
31814,146.11,5,1856
31821,146.07,7,1867
31828,146.07,9,1868
31835,145.99,11,1872
31842,146.02,15,1872
31848,145.88,17,1875
31855,145.91,19,1872
31862,145.90,20,1877
31869,145.81,21,1871
31876,145.72,20,1872
31883,145.77,16,1869
31890,145.79,12,1869
31897,145.68,6,1870
31904,145.80,1,1867
31910,145.60,-2,1860
31917,145.51,-4,1858
31924,145.60,-5,1860
31931,145.55,-6,1863
31938,145.54,-7,1859
31945,145.55,-8,1856
31952,145.54,-8,1861
31959,145.49,-6,1861
31966,145.48,-4,1863
31973,145.51,-2,1863
31980,145.43,-1,1859
31987,145.38,0,1865
31994,145.34,0,1859
32000,145.43,0,1863
32007,145.43,0,1863
32014,145.43,-1,1861
32021,145.37,-2,1868
32028,145.43,-3,1863
32035,145.44,-3,1867
32042,145.34,-2,1867
32049,145.39,0,1869
32056,145.34,0,1866
32063,145.39,0,1863
32070,145.30,-1,1857
32076,145.26,-3,1862
32083,145.20,-4,1863
32090,145.26,-4,1866
32097,145.23,-3,1862
32104,145.24,-1,1865
32111,145.26,0,1863
32118,145.16,-1,1863
32125,145.18,-1,1872
32132,145.20,0,1871
32139,145.12,1,1863
32146,145.03,3,1861
32153,145.10,3,1869
32160,145.09,1,1866
32166,145.13,0,1871
32173,145.09,-1,1872
32180,145.05,-2,1862
32187,145.04,-2,1867
32194,144.97,-1,1861
32201,144.92,-1,1870
32208,144.92,0,1872
32215,144.96,2,1873
32222,144.93,4,1879
32229,144.96,5,1877
32236,144.96,6,1881
32242,144.90,5,1877
32249,144.92,5,1876
32256,145.04,4,1875
32263,144.95,3,1871
32270,144.83,2,1871
32277,144.79,1,1881
32284,144.77,0,1875
32291,144.87,0,1873
32297,144.94,-1,1876
32304,144.74,-1,1862
32311,144.83,-1,1867
32318,144.79,-1,1873
32325,144.83,-1,1872
32332,144.78,-1,1872
32339,144.72,-1,1870
32346,144.81,-2,1869
32353,144.79,-3,1867
32360,144.79,-3,1872
32367,144.79,-2,1875
32374,144.72,-1,1872
32381,144.67,-1,1871
32388,144.75,0,1876
32394,144.75,-1,1871
32401,144.63,-1,1875
32408,144.76,-1,1876
32415,144.62,-1,1863
32422,144.63,-1,1878
32429,144.64,0,1878
32436,144.73,0,1875
32443,144.75,1,1876
32450,144.69,2,1874
32457,144.84,1,1883
32464,144.82,0,1875
32471,144.95,-2,1882
32477,144.96,-3,1869
32484,145.03,-3,1875
32491,145.07,-2,1871
32498,145.14,-1,1873
32505,145.16,-1,1872
32512,145.11,-2,1878
32519,145.07,-2,1878
32526,145.13,-2,1872
32533,145.09,-1,1883
32540,144.97,0,1878
32547,145.00,2,1873
32554,144.91,5,1886
32560,144.76,7,1886
32567,144.81,10,1887
32574,144.77,11,1887
32581,144.82,11,1888
32588,144.62,9,1895
32595,144.68,9,1890
32602,144.66,8,1890
32609,144.63,8,1893
32616,144.62,7,1891
32622,144.59,5,1883
32629,144.55,4,1885
32636,144.53,0,1878
32643,144.56,-3,1874
32650,144.50,-6,1872
32657,144.58,-9,1872
32664,144.51,-11,1872
32671,144.52,-12,1870
32678,144.40,-12,1865
32685,144.54,-12,1872
32692,144.44,-12,1872
32698,144.46,-12,1865
32705,144.32,-14,1872
32712,144.38,-14,1870
32719,144.33,-12,1867
32726,144.33,-9,1872
32733,144.33,-6,1872
32740,144.36,-3,1879
32747,144.38,-1,1873
32754,144.27,0,1878
32761,144.44,2,1878
32768,144.37,2,1885
32775,144.37,3,1883
32782,144.37,4,1885
32788,144.38,5,1879
32795,144.39,6,1874
32802,144.31,6,1875
32809,144.35,5,1873
